key,HomeTeam,date_str,lat,lon,precipitation,wind_speed,temperature
Nice|2023-02-18,Nice,2023-02-18,43.705,7.2603,0.0,7.1,9.4
Strasbourg|2023-02-18,Strasbourg,2023-02-18,48.5628,7.7519,0.0,21.7,11.2
Bordeaux|2023-02-18,Bordeaux,2023-02-18,44.8417,-0.5731,0.0,9.4,9.5
Annecy|2023-02-18,Annecy,2023-02-18,45.8992,6.1294,0.0,5.8,9.7
Bastia|2023-02-18,Bastia,2023-02-18,42.6878,9.45,0.0,7.3,10.2
Caen|2023-02-18,Caen,2023-02-18,49.1667,-0.3667,0.0,27.9,10.8
Dijon|2023-02-18,Dijon,2023-02-18,47.3167,5.05,0.3,18.7,10.2
Le Havre|2023-02-18,Le Havre,2023-02-18,49.4833,0.1,1.3,28.8,10.0
Pau FC|2023-02-18,Pau FC,2023-02-18,43.3,-0.3667,0.0,10.8,10.1
Valenciennes|2023-02-18,Valenciennes,2023-02-18,50.3667,3.5167,2.1,34.4,10.3
Paris SG|2023-02-19,Paris SG,2023-02-19,48.8414,2.253,0.0,19.2,9.4
Brest|2023-02-19,Brest,2023-02-19,48.39,-4.4833,0.0,13.7,9.5
Lorient|2023-02-19,Lorient,2023-02-19,47.75,-3.3667,0.0,14.1,9.1
Rennes|2023-02-19,Rennes,2023-02-19,48.1078,-1.7144,0.0,12.1,9.3
Troyes|2023-02-19,Troyes,2023-02-19,48.2956,4.0667,0.2,19.9,8.8
Lens|2023-02-19,Lens,2023-02-19,50.4333,2.8167,0.3,24.9,8.5
Toulouse|2023-02-19,Toulouse,2023-02-19,43.5833,1.4333,0.0,10.4,8.5
Nimes|2023-02-20,Nimes,2023-02-20,43.8381,4.3806,0.0,21.6,11.2
Lille|2023-02-24,Lille,2023-02-24,50.6167,3.1333,0.0,17.5,4.2
Angers|2023-02-25,Angers,2023-02-25,47.4667,-0.55,0.6,21.9,6.3
Montpellier|2023-02-25,Montpellier,2023-02-25,43.6222,3.8128,0.0,18.4,9.1
Grenoble|2023-02-25,Grenoble,2023-02-25,45.1667,5.7167,5.6,8.9,7.4
Guingamp|2023-02-25,Guingamp,2023-02-25,48.5608,-3.15,2.8,23.7,5.2
Laval|2023-02-25,Laval,2023-02-25,48.0667,-0.7667,0.1,21.7,5.9
Metz|2023-02-25,Metz,2023-02-25,49.11,6.1778,0.5,17.7,3.1
Paris FC|2023-02-25,Paris FC,2023-02-25,48.8167,2.3,0.0,22.9,5.0
Rodez|2023-02-25,Rodez,2023-02-25,44.35,2.5667,0.0,14.5,3.3
Sochaux|2023-02-25,Sochaux,2023-02-25,47.5,6.8167,1.8,12.7,3.7
St Etienne|2023-02-25,St Etienne,2023-02-25,45.4608,4.3906,0.7,18.8,3.7
Valenciennes|2023-02-25,Valenciennes,2023-02-25,50.3667,3.5167,0.1,21.7,4.0
Lorient|2023-02-26,Lorient,2023-02-26,47.75,-3.3667,0.0,29.7,4.8
Ajaccio|2023-02-26,Ajaccio,2023-02-26,41.92,8.7381,9.5,19.5,9.8
Clermont|2023-02-26,Clermont,2023-02-26,45.7731,3.1,0.9,32.2,0.4
Nantes|2023-02-26,Nantes,2023-02-26,47.2558,-1.5247,0.0,33.9,4.0
Reims|2023-02-26,Reims,2023-02-26,49.2389,4.0531,0.0,31.3,0.5
Monaco|2023-02-26,Monaco,2023-02-26,43.7278,7.4153,2.8,29.6,9.8
Marseille|2023-02-26,Marseille,2023-02-26,43.27,5.3953,8.8,36.4,5.9
Amiens|2023-02-27,Amiens,2023-02-27,49.8941,2.2831,0.0,23.4,1.5
Nice|2023-03-03,Nice,2023-03-03,43.705,7.2603,0.0,13.6,9.5
Lens|2023-03-04,Lens,2023-03-04,50.4333,2.8167,1.0,16.6,4.6
Paris SG|2023-03-04,Paris SG,2023-03-04,48.8414,2.253,0.0,19.2,2.9
Bordeaux|2023-03-04,Bordeaux,2023-03-04,44.8417,-0.5731,0.0,9.3,7.3
Amiens|2023-03-04,Amiens,2023-03-04,49.8941,2.2831,0.2,17.1,4.1
Annecy|2023-03-04,Annecy,2023-03-04,45.8992,6.1294,0.0,9.5,4.8
Bastia|2023-03-04,Bastia,2023-03-04,42.6878,9.45,0.0,8.1,10.4
Dijon|2023-03-04,Dijon,2023-03-04,47.3167,5.05,0.0,14.8,3.3
Le Havre|2023-03-04,Le Havre,2023-03-04,49.4833,0.1,0.1,17.6,5.3
Niort|2023-03-04,Niort,2023-03-04,46.3278,-0.4603,0.1,15.6,5.3
Paris FC|2023-03-04,Paris FC,2023-03-04,48.8167,2.3,0.0,19.2,2.9
Troyes|2023-03-05,Troyes,2023-03-05,48.2956,4.0667,0.9,9.0,3.4
Montpellier|2023-03-05,Montpellier,2023-03-05,43.6222,3.8128,0.0,14.3,8.1
Reims|2023-03-05,Reims,2023-03-05,49.2389,4.0531,0.2,7.7,3.3
Strasbourg|2023-03-05,Strasbourg,2023-03-05,48.5628,7.7519,1.3,9.5,3.3
Toulouse|2023-03-05,Toulouse,2023-03-05,43.5833,1.4333,0.0,10.9,5.5
Lyon|2023-03-05,Lyon,2023-03-05,45.7654,4.9822,0.0,18.3,3.2
Rennes|2023-03-05,Rennes,2023-03-05,48.1078,-1.7144,0.0,13.7,5.0
Caen|2023-03-06,Caen,2023-03-06,49.1667,-0.3667,0.5,18.5,5.2
Lille|2023-03-10,Lille,2023-03-10,50.6167,3.1333,3.3,43.5,6.4
Auxerre|2023-03-11,Auxerre,2023-03-11,47.7833,3.5667,4.3,14.4,4.5
Brest|2023-03-11,Brest,2023-03-11,48.39,-4.4833,2.4,25.2,10.6
Sochaux|2023-03-11,Sochaux,2023-03-11,47.5,6.8167,8.7,15.5,2.8
Grenoble|2023-03-11,Grenoble,2023-03-11,45.1667,5.7167,23.9,4.0,9.8
Guingamp|2023-03-11,Guingamp,2023-03-11,48.5608,-3.15,3.6,23.0,8.4
Laval|2023-03-11,Laval,2023-03-11,48.0667,-0.7667,3.8,18.4,6.3
Nimes|2023-03-11,Nimes,2023-03-11,43.8381,4.3806,1.6,26.6,14.6
Pau FC|2023-03-11,Pau FC,2023-03-11,43.3,-0.3667,12.5,20.9,14.9
Rodez|2023-03-11,Rodez,2023-03-11,44.35,2.5667,37.1,28.1,9.8
St Etienne|2023-03-11,St Etienne,2023-03-11,45.4608,4.3906,9.3,12.0,10.0
Valenciennes|2023-03-11,Valenciennes,2023-03-11,50.3667,3.5167,0.0,12.8,2.7
Clermont|2023-03-12,Clermont,2023-03-12,45.7731,3.1,0.8,13.0,12.1
Ajaccio|2023-03-12,Ajaccio,2023-03-12,41.92,8.7381,0.0,10.1,13.7
Angers|2023-03-12,Angers,2023-03-12,47.4667,-0.55,1.8,24.1,11.5
Lorient|2023-03-12,Lorient,2023-03-12,47.75,-3.3667,5.1,29.9,11.3
Nantes|2023-03-12,Nantes,2023-03-12,47.2558,-1.5247,3.8,24.0,11.5
Monaco|2023-03-12,Monaco,2023-03-12,43.7278,7.4153,0.0,8.8,16.0
Marseille|2023-03-12,Marseille,2023-03-12,43.27,5.3953,0.0,33.1,14.2
Metz|2023-03-13,Metz,2023-03-13,49.11,6.1778,13.5,29.1,12.3
Paris FC|2023-03-14,Paris FC,2023-03-14,48.8167,2.3,5.4,36.8,8.1
Lyon|2023-03-17,Lyon,2023-03-17,45.7654,4.9822,0.0,33.1,11.7
Toulouse|2023-03-18,Toulouse,2023-03-18,43.5833,1.4333,6.4,25.5,12.1
Lens|2023-03-18,Lens,2023-03-18,50.4333,2.8167,5.7,26.7,11.1
Le Havre|2023-03-18,Le Havre,2023-03-18,49.4833,0.1,4.5,27.9,10.7
Amiens|2023-03-18,Amiens,2023-03-18,49.8941,2.2831,2.9,26.3,10.8
Annecy|2023-03-18,Annecy,2023-03-18,45.8992,6.1294,0.0,7.3,8.7
Bordeaux|2023-03-18,Bordeaux,2023-03-18,44.8417,-0.5731,3.1,26.0,11.7
Caen|2023-03-18,Caen,2023-03-18,49.1667,-0.3667,9.0,26.4,11.1
Dijon|2023-03-18,Dijon,2023-03-18,47.3167,5.05,0.6,14.8,9.4
Niort|2023-03-18,Niort,2023-03-18,46.3278,-0.4603,10.3,24.4,10.5
Paris FC|2023-03-18,Paris FC,2023-03-18,48.8167,2.3,5.1,23.3,11.1
Sochaux|2023-03-18,Sochaux,2023-03-18,47.5,6.8167,0.0,11.0,9.7
Ajaccio|2023-03-19,Ajaccio,2023-03-19,41.92,8.7381,0.1,6.8,13.7
Montpellier|2023-03-19,Montpellier,2023-03-19,43.6222,3.8128,0.9,12.3,12.0
Nice|2023-03-19,Nice,2023-03-19,43.705,7.2603,4.9,11.2,12.0
Strasbourg|2023-03-19,Strasbourg,2023-03-19,48.5628,7.7519,9.7,16.9,10.8
Troyes|2023-03-19,Troyes,2023-03-19,48.2956,4.0667,5.9,20.8,8.6
Paris SG|2023-03-19,Paris SG,2023-03-19,48.8414,2.253,2.0,18.8,8.6
Reims|2023-03-19,Reims,2023-03-19,49.2389,4.0531,2.8,17.9,8.9
Marseille|2023-03-31,Marseille,2023-03-31,43.27,5.3953,1.4,30.7,13.2
Auxerre|2023-04-01,Auxerre,2023-04-01,47.7833,3.5667,2.6,30.9,9.7
Rennes|2023-04-01,Rennes,2023-04-01,48.1078,-1.7144,2.1,22.5,10.0
St Etienne|2023-04-01,St Etienne,2023-04-01,45.4608,4.3906,8.3,21.0,8.5
Bastia|2023-04-01,Bastia,2023-04-01,42.6878,9.45,0.0,28.9,15.2
Caen|2023-04-01,Caen,2023-04-01,49.1667,-0.3667,3.1,27.9,10.1
Grenoble|2023-04-01,Grenoble,2023-04-01,45.1667,5.7167,21.6,4.6,9.6
Metz|2023-04-01,Metz,2023-04-01,49.11,6.1778,13.3,31.4,8.6
Nimes|2023-04-01,Nimes,2023-04-01,43.8381,4.3806,0.0,22.5,12.5
Pau FC|2023-04-01,Pau FC,2023-04-01,43.3,-0.3667,17.8,26.7,9.3
Rodez|2023-04-01,Rodez,2023-04-01,44.35,2.5667,22.3,24.2,5.6
Valenciennes|2023-04-01,Valenciennes,2023-04-01,50.3667,3.5167,10.1,28.2,9.3
Lille|2023-04-02,Lille,2023-04-02,50.6167,3.1333,1.6,21.7,6.4
Angers|2023-04-02,Angers,2023-04-02,47.4667,-0.55,0.2,20.6,9.6
Brest|2023-04-02,Brest,2023-04-02,48.39,-4.4833,0.4,21.0,9.8
Clermont|2023-04-02,Clermont,2023-04-02,45.7731,3.1,3.8,21.2,7.6
Nantes|2023-04-02,Nantes,2023-04-02,47.2558,-1.5247,0.3,21.4,10.0
Monaco|2023-04-02,Monaco,2023-04-02,43.7278,7.4153,0.3,14.6,15.2
Paris SG|2023-04-02,Paris SG,2023-04-02,48.8414,2.253,0.6,24.7,8.2
Guingamp|2023-04-03,Guingamp,2023-04-03,48.5608,-3.15,0.0,16.8,6.5
Lens|2023-04-07,Lens,2023-04-07,50.4333,2.8167,0.5,19.5,7.7
Angers|2023-04-08,Angers,2023-04-08,47.4667,-0.55,0.0,13.0,10.4
Nice|2023-04-08,Nice,2023-04-08,43.705,7.2603,0.6,17.0,12.7
Bordeaux|2023-04-08,Bordeaux,2023-04-08,44.8417,-0.5731,0.0,12.9,12.5
Amiens|2023-04-08,Amiens,2023-04-08,49.8941,2.2831,0.0,13.6,6.8
Dijon|2023-04-08,Dijon,2023-04-08,47.3167,5.05,0.0,14.4,8.0
Laval|2023-04-08,Laval,2023-04-08,48.0667,-0.7667,0.0,12.0,9.5
Le Havre|2023-04-08,Le Havre,2023-04-08,49.4833,0.1,0.0,18.8,8.7
Niort|2023-04-08,Niort,2023-04-08,46.3278,-0.4603,0.0,19.2,11.2
Paris FC|2023-04-08,Paris FC,2023-04-08,48.8167,2.3,0.0,13.0,8.2
Pau FC|2023-04-08,Pau FC,2023-04-08,43.3,-0.3667,0.0,11.3,13.6
Lyon|2023-04-09,Lyon,2023-04-09,45.7654,4.9822,0.0,11.4,9.6
Ajaccio|2023-04-09,Ajaccio,2023-04-09,41.92,8.7381,0.0,10.1,11.6
Montpellier|2023-04-09,Montpellier,2023-04-09,43.6222,3.8128,0.0,16.2,13.7
Reims|2023-04-09,Reims,2023-04-09,49.2389,4.0531,0.0,10.5,9.1
Troyes|2023-04-09,Troyes,2023-04-09,48.2956,4.0667,0.0,9.9,8.8
Nantes|2023-04-09,Nantes,2023-04-09,47.2558,-1.5247,0.0,14.5,12.5
Lorient|2023-04-09,Lorient,2023-04-09,47.75,-3.3667,0.0,14.9,11.1
Annecy|2023-04-10,Annecy,2023-04-10,45.8992,6.1294,0.0,8.0,10.5
Toulouse|2023-04-14,Toulouse,2023-04-14,43.5833,1.4333,7.9,37.8,10.2
Rennes|2023-04-15,Rennes,2023-04-15,48.1078,-1.7144,0.1,26.9,9.9
Paris SG|2023-04-15,Paris SG,2023-04-15,48.8414,2.253,11.5,25.1,8.9
Metz|2023-04-15,Metz,2023-04-15,49.11,6.1778,0.1,20.6,9.4
Bastia|2023-04-15,Bastia,2023-04-15,42.6878,9.45,7.5,9.7,13.1
Caen|2023-04-15,Caen,2023-04-15,49.1667,-0.3667,1.5,29.5,8.7
Guingamp|2023-04-15,Guingamp,2023-04-15,48.5608,-3.15,0.1,21.7,9.2
Nimes|2023-04-15,Nimes,2023-04-15,43.8381,4.3806,0.0,35.3,13.3
Rodez|2023-04-15,Rodez,2023-04-15,44.35,2.5667,5.5,31.6,6.5
Sochaux|2023-04-15,Sochaux,2023-04-15,47.5,6.8167,14.5,11.6,6.8
Valenciennes|2023-04-15,Valenciennes,2023-04-15,50.3667,3.5167,2.1,22.0,9.7
Lille|2023-04-16,Lille,2023-04-16,50.6167,3.1333,0.0,17.9,8.2
Auxerre|2023-04-16,Auxerre,2023-04-16,47.7833,3.5667,0.0,18.8,6.9
Brest|2023-04-16,Brest,2023-04-16,48.39,-4.4833,0.0,11.8,9.9
Clermont|2023-04-16,Clermont,2023-04-16,45.7731,3.1,0.5,22.0,8.6
Strasbourg|2023-04-16,Strasbourg,2023-04-16,48.5628,7.7519,2.9,16.1,9.4
Monaco|2023-04-16,Monaco,2023-04-16,43.7278,7.4153,0.3,12.2,14.5
Marseille|2023-04-16,Marseille,2023-04-16,43.27,5.3953,0.0,36.2,13.3
Grenoble|2023-04-17,Grenoble,2023-04-17,45.1667,5.7167,0.3,9.2,9.8
Angers|2023-04-21,Angers,2023-04-21,47.4667,-0.55,0.0,13.5,10.0
Auxerre|2023-04-22,Auxerre,2023-04-22,47.7833,3.5667,6.2,26.3,11.9
Lens|2023-04-22,Lens,2023-04-22,50.4333,2.8167,5.1,14.8,7.9
St Etienne|2023-04-22,St Etienne,2023-04-22,45.4608,4.3906,5.8,25.7,12.4
Amiens|2023-04-22,Amiens,2023-04-22,49.8941,2.2831,6.7,13.9,8.7
Annecy|2023-04-22,Annecy,2023-04-22,45.8992,6.1294,0.9,9.5,11.7
Dijon|2023-04-22,Dijon,2023-04-22,47.3167,5.05,10.2,24.2,12.1
Laval|2023-04-22,Laval,2023-04-22,48.0667,-0.7667,0.8,25.8,11.2
Le Havre|2023-04-22,Le Havre,2023-04-22,49.4833,0.1,0.6,22.7,10.9
Niort|2023-04-22,Niort,2023-04-22,46.3278,-0.4603,10.0,24.0,13.4
Paris FC|2023-04-22,Paris FC,2023-04-22,48.8167,2.3,7.1,21.4,11.0
Pau FC|2023-04-22,Pau FC,2023-04-22,43.3,-0.3667,6.2,17.4,12.4
Reims|2023-04-23,Reims,2023-04-23,49.2389,4.0531,3.7,33.4,10.8
Ajaccio|2023-04-23,Ajaccio,2023-04-23,41.92,8.7381,1.1,15.3,16.6
Lorient|2023-04-23,Lorient,2023-04-23,47.75,-3.3667,34.8,31.3,11.5
Nantes|2023-04-23,Nantes,2023-04-23,47.2558,-1.5247,14.8,35.6,12.1
Nice|2023-04-23,Nice,2023-04-23,43.705,7.2603,0.0,12.6,15.0
Montpellier|2023-04-23,Montpellier,2023-04-23,43.6222,3.8128,6.5,19.0,14.2
Lyon|2023-04-23,Lyon,2023-04-23,45.7654,4.9822,6.5,26.3,12.7
Bordeaux|2023-04-24,Bordeaux,2023-04-24,44.8417,-0.5731,3.4,13.7,12.7
Strasbourg|2023-04-28,Strasbourg,2023-04-28,48.5628,7.7519,14.2,18.9,14.4
Lille|2023-04-29,Lille,2023-04-29,50.6167,3.1333,0.0,12.1,10.7
Caen|2023-04-29,Caen,2023-04-29,49.1667,-0.3667,0.0,14.1,11.1
Bastia|2023-04-29,Bastia,2023-04-29,42.6878,9.45,3.5,8.8,15.8
Grenoble|2023-04-29,Grenoble,2023-04-29,45.1667,5.7167,10.5,9.1,17.1
Guingamp|2023-04-29,Guingamp,2023-04-29,48.5608,-3.15,0.7,10.7,12.6
Metz|2023-04-29,Metz,2023-04-29,49.11,6.1778,0.2,14.8,11.5
Nimes|2023-04-29,Nimes,2023-04-29,43.8381,4.3806,2.2,18.8,18.5
Rodez|2023-04-29,Rodez,2023-04-29,44.35,2.5667,2.2,13.6,14.6
Valenciennes|2023-04-29,Valenciennes,2023-04-29,50.3667,3.5167,0.0,11.3,10.5
Monaco|2023-04-30,Monaco,2023-04-30,43.7278,7.4153,11.0,8.7,16.8
Clermont|2023-04-30,Clermont,2023-04-30,45.7731,3.1,0.0,16.6,13.6
Rennes|2023-04-30,Rennes,2023-04-30,48.1078,-1.7144,2.8,12.2,13.3
Troyes|2023-04-30,Troyes,2023-04-30,48.2956,4.0667,0.0,16.3,12.3
Paris SG|2023-04-30,Paris SG,2023-04-30,48.8414,2.253,0.0,13.4,12.5
Marseille|2023-04-30,Marseille,2023-04-30,43.27,5.3953,9.6,11.1,15.9
Sochaux|2023-05-01,Sochaux,2023-05-01,47.5,6.8167,6.0,15.2,11.8
Toulouse|2023-05-02,Toulouse,2023-05-02,43.5833,1.4333,0.0,12.9,15.2
Brest|2023-05-03,Brest,2023-05-03,48.39,-4.4833,0.0,23.0,15.8
Nice|2023-05-06,Nice,2023-05-06,43.705,7.2603,0.0,10.9,16.9
Reims|2023-05-06,Reims,2023-05-06,49.2389,4.0531,0.0,9.6,15.1
Lens|2023-05-06,Lens,2023-05-06,50.4333,2.8167,1.4,13.9,13.7
Bordeaux|2023-05-06,Bordeaux,2023-05-06,44.8417,-0.5731,0.0,14.6,18.2
Amiens|2023-05-06,Amiens,2023-05-06,49.8941,2.2831,2.7,11.2,13.5
Annecy|2023-05-06,Annecy,2023-05-06,45.8992,6.1294,3.2,8.6,16.5
Laval|2023-05-06,Laval,2023-05-06,48.0667,-0.7667,3.6,11.3,14.9
Nimes|2023-05-06,Nimes,2023-05-06,43.8381,4.3806,0.0,16.3,17.4
Niort|2023-05-06,Niort,2023-05-06,46.3278,-0.4603,3.5,12.9,16.5
Paris FC|2023-05-06,Paris FC,2023-05-06,48.8167,2.3,8.1,12.6,15.5
Pau FC|2023-05-06,Pau FC,2023-05-06,43.3,-0.3667,1.4,18.3,18.0
St Etienne|2023-05-06,St Etienne,2023-05-06,45.4608,4.3906,0.1,11.1,17.4
Angers|2023-05-07,Angers,2023-05-07,47.4667,-0.55,1.7,15.1,15.8
Ajaccio|2023-05-07,Ajaccio,2023-05-07,41.92,8.7381,0.0,8.0,18.7
Auxerre|2023-05-07,Auxerre,2023-05-07,47.7833,3.5667,10.2,15.1,15.4
Lorient|2023-05-07,Lorient,2023-05-07,47.75,-3.3667,0.3,19.9,14.4
Nantes|2023-05-07,Nantes,2023-05-07,47.2558,-1.5247,2.3,16.3,15.6
Lyon|2023-05-07,Lyon,2023-05-07,45.7654,4.9822,19.7,14.1,14.8
Troyes|2023-05-07,Troyes,2023-05-07,48.2956,4.0667,5.0,13.7,15.1
Le Havre|2023-05-08,Le Havre,2023-05-08,49.4833,0.1,0.6,17.0,13.7
Lens|2023-05-12,Lens,2023-05-12,50.4333,2.8167,9.0,24.0,11.9
Strasbourg|2023-05-13,Strasbourg,2023-05-13,48.5628,7.7519,0.2,17.7,13.9
Paris SG|2023-05-13,Paris SG,2023-05-13,48.8414,2.253,12.2,21.3,14.5
Bastia|2023-05-13,Bastia,2023-05-13,42.6878,9.45,4.1,13.0,14.6
Caen|2023-05-13,Caen,2023-05-13,49.1667,-0.3667,0.6,24.3,12.7
Dijon|2023-05-13,Dijon,2023-05-13,47.3167,5.05,5.3,19.0,12.9
Laval|2023-05-13,Laval,2023-05-13,48.0667,-0.7667,0.4,20.0,14.4
Metz|2023-05-13,Metz,2023-05-13,49.11,6.1778,0.6,21.8,13.6
Rodez|2023-05-13,Rodez,2023-05-13,44.35,2.5667,8.9,20.1,9.4
Sochaux|2023-05-13,Sochaux,2023-05-13,47.5,6.8167,1.7,15.9,11.6
Valenciennes|2023-05-13,Valenciennes,2023-05-13,50.3667,3.5167,3.5,19.5,14.1
Clermont|2023-05-14,Clermont,2023-05-14,45.7731,3.1,14.4,20.8,12.5
Brest|2023-05-14,Brest,2023-05-14,48.39,-4.4833,0.0,15.0,12.6
Montpellier|2023-05-14,Montpellier,2023-05-14,43.6222,3.8128,1.8,13.8,15.6
Rennes|2023-05-14,Rennes,2023-05-14,48.1078,-1.7144,0.1,15.3,14.1
Toulouse|2023-05-14,Toulouse,2023-05-14,43.5833,1.4333,11.0,22.7,14.0
Monaco|2023-05-14,Monaco,2023-05-14,43.7278,7.4153,0.5,12.5,14.9
Marseille|2023-05-14,Marseille,2023-05-14,43.27,5.3953,0.2,26.1,15.8
Annecy|2023-05-15,Annecy,2023-05-15,45.8992,6.1294,0.3,16.2,12.6
Lyon|2023-05-19,Lyon,2023-05-19,45.7654,4.9822,3.9,17.3,13.9
Grenoble|2023-05-19,Grenoble,2023-05-19,45.1667,5.7167,3.9,8.7,13.4
Nantes|2023-05-20,Nantes,2023-05-20,47.2558,-1.5247,0.0,21.3,14.7
Lille|2023-05-20,Lille,2023-05-20,50.6167,3.1333,0.0,25.0,14.6
Bordeaux|2023-05-20,Bordeaux,2023-05-20,44.8417,-0.5731,4.0,16.9,15.3
Amiens|2023-05-20,Amiens,2023-05-20,49.8941,2.2831,0.0,23.4,14.3
Guingamp|2023-05-20,Guingamp,2023-05-20,48.5608,-3.15,0.0,19.4,11.9
Nimes|2023-05-20,Nimes,2023-05-20,43.8381,4.3806,3.5,17.7,15.8
Niort|2023-05-20,Niort,2023-05-20,46.3278,-0.4603,0.6,22.1,14.9
Paris FC|2023-05-20,Paris FC,2023-05-20,48.8167,2.3,0.2,20.7,15.7
Pau FC|2023-05-20,Pau FC,2023-05-20,43.3,-0.3667,10.7,15.5,13.6
St Etienne|2023-05-20,St Etienne,2023-05-20,45.4608,4.3906,3.8,14.7,12.3
Ajaccio|2023-05-21,Ajaccio,2023-05-21,41.92,8.7381,3.0,7.1,16.7
Brest|2023-05-21,Brest,2023-05-21,48.39,-4.4833,0.0,22.3,13.6
Nice|2023-05-21,Nice,2023-05-21,43.705,7.2603,9.1,16.5,19.2
Reims|2023-05-21,Reims,2023-05-21,49.2389,4.0531,0.1,19.5,16.2
Troyes|2023-05-21,Troyes,2023-05-21,48.2956,4.0667,0.3,16.3,17.2
Lorient|2023-05-21,Lorient,2023-05-21,47.75,-3.3667,0.3,21.1,15.3
Auxerre|2023-05-21,Auxerre,2023-05-21,47.7833,3.5667,0.2,16.3,16.8
Le Havre|2023-05-22,Le Havre,2023-05-22,49.4833,0.1,0.0,17.2,13.6
Annecy|2023-05-26,Annecy,2023-05-26,45.8992,6.1294,0.0,9.8,16.8
Bastia|2023-05-26,Bastia,2023-05-26,42.6878,9.45,0.0,9.5,21.5
Caen|2023-05-26,Caen,2023-05-26,49.1667,-0.3667,0.0,27.2,13.6
Dijon|2023-05-26,Dijon,2023-05-26,47.3167,5.05,0.2,16.9,17.5
Guingamp|2023-05-26,Guingamp,2023-05-26,48.5608,-3.15,0.1,23.8,12.6
Laval|2023-05-26,Laval,2023-05-26,48.0667,-0.7667,0.0,16.9,16.7
Rodez|2023-05-26,Rodez,2023-05-26,44.35,2.5667,0.5,14.2,17.1
Sochaux|2023-05-26,Sochaux,2023-05-26,47.5,6.8167,0.0,17.5,16.3
Valenciennes|2023-05-26,Valenciennes,2023-05-26,50.3667,3.5167,0.0,21.4,13.5
Angers|2023-05-27,Angers,2023-05-27,47.4667,-0.55,0.0,16.1,19.5
Clermont|2023-05-27,Clermont,2023-05-27,45.7731,3.1,0.0,9.2,19.4
Lens|2023-05-27,Lens,2023-05-27,50.4333,2.8167,0.0,15.8,14.6
Lille|2023-05-27,Lille,2023-05-27,50.6167,3.1333,0.0,17.1,14.8
Lyon|2023-05-27,Lyon,2023-05-27,45.7654,4.9822,0.0,9.7,20.2
Marseille|2023-05-27,Marseille,2023-05-27,43.27,5.3953,0.0,9.0,19.4
Montpellier|2023-05-27,Montpellier,2023-05-27,43.6222,3.8128,0.0,10.9,21.7
Rennes|2023-05-27,Rennes,2023-05-27,48.1078,-1.7144,0.0,14.7,18.3
Strasbourg|2023-05-27,Strasbourg,2023-05-27,48.5628,7.7519,0.0,24.3,18.2
Toulouse|2023-05-27,Toulouse,2023-05-27,43.5833,1.4333,0.0,9.3,20.2
Amiens|2023-06-02,Amiens,2023-06-02,49.8941,2.2831,0.0,20.6,13.5
Bordeaux|2023-06-02,Bordeaux,2023-06-02,44.8417,-0.5731,0.1,22.3,21.2
Grenoble|2023-06-02,Grenoble,2023-06-02,45.1667,5.7167,6.8,7.2,18.9
Le Havre|2023-06-02,Le Havre,2023-06-02,49.4833,0.1,0.0,27.7,13.2
Metz|2023-06-02,Metz,2023-06-02,49.11,6.1778,0.0,19.5,16.8
Nimes|2023-06-02,Nimes,2023-06-02,43.8381,4.3806,0.8,10.1,19.6
Niort|2023-06-02,Niort,2023-06-02,46.3278,-0.4603,0.0,20.5,21.4
Paris FC|2023-06-02,Paris FC,2023-06-02,48.8167,2.3,0.0,21.9,15.1
Pau FC|2023-06-02,Pau FC,2023-06-02,43.3,-0.3667,0.9,9.4,19.4
St Etienne|2023-06-02,St Etienne,2023-06-02,45.4608,4.3906,3.7,10.7,18.0
Ajaccio|2023-06-03,Ajaccio,2023-06-03,41.92,8.7381,3.9,7.2,19.9
Auxerre|2023-06-03,Auxerre,2023-06-03,47.7833,3.5667,0.0,17.3,17.9
Brest|2023-06-03,Brest,2023-06-03,48.39,-4.4833,0.0,24.7,14.8
Lorient|2023-06-03,Lorient,2023-06-03,47.75,-3.3667,0.0,22.4,16.5
Monaco|2023-06-03,Monaco,2023-06-03,43.7278,7.4153,0.2,11.3,21.2
Nantes|2023-06-03,Nantes,2023-06-03,47.2558,-1.5247,0.0,18.9,19.1
Nice|2023-06-03,Nice,2023-06-03,43.705,7.2603,0.1,11.7,20.4
Paris SG|2023-06-03,Paris SG,2023-06-03,48.8414,2.253,0.0,19.4,17.6
Reims|2023-06-03,Reims,2023-06-03,49.2389,4.0531,0.0,19.1,17.2
Troyes|2023-06-03,Troyes,2023-06-03,48.2956,4.0667,0.0,17.4,18.1
St Etienne|2023-08-05,St Etienne,2023-08-05,45.4608,4.3906,0.5,17.1,17.0
Ajaccio|2023-08-05,Ajaccio,2023-08-05,41.92,8.7381,0.2,15.5,20.9
Amiens|2023-08-05,Amiens,2023-08-05,49.8941,2.2831,20.4,34.3,15.2
Annecy|2023-08-05,Annecy,2023-08-05,45.8992,6.1294,2.0,12.5,17.2
Dunkerque|2023-08-05,Dunkerque,2023-08-05,51.0333,2.3667,13.9,29.2,15.4
Laval|2023-08-05,Laval,2023-08-05,48.0667,-0.7667,1.3,31.6,15.8
Paris FC|2023-08-05,Paris FC,2023-08-05,48.8167,2.3,6.4,30.7,15.8
Valenciennes|2023-08-05,Valenciennes,2023-08-05,50.3667,3.5167,14.6,28.7,14.9
Pau FC|2023-08-07,Pau FC,2023-08-07,43.3,-0.3667,0.0,8.0,18.0
