key,HomeTeam,date_str,lat,lon,precipitation,wind_speed,temperature
Brighton|2015-08-07,Brighton,2015-08-07,50.8618,-0.0837,0.0,13.7,16.3
Bournemouth|2015-08-08,Bournemouth,2015-08-08,50.7352,-1.8383,0.0,15.9,17.7
Chelsea|2015-08-08,Chelsea,2015-08-08,51.4816,-0.191,0.0,11.2,18.5
Everton|2015-08-08,Everton,2015-08-08,53.4388,-2.9661,0.0,15.3,15.5
Leicester|2015-08-08,Leicester,2015-08-08,52.6204,-1.1422,0.0,15.3,18.0
Man United|2015-08-08,Man United,2015-08-08,53.4631,-2.2913,0.0,17.7,16.4
Norwich|2015-08-08,Norwich,2015-08-08,52.6221,1.3093,0.0,15.8,17.2
Birmingham|2015-08-08,Birmingham,2015-08-08,52.4752,-1.7865,0.0,15.7,17.1
Blackburn|2015-08-08,Blackburn,2015-08-08,53.7286,-2.489,0.0,14.9,15.2
Bolton|2015-08-08,Bolton,2015-08-08,53.5805,-2.5357,0.0,14.3,15.1
Brentford|2015-08-08,Brentford,2015-08-08,51.4882,-0.3088,0.0,11.2,18.7
Cardiff|2015-08-08,Cardiff,2015-08-08,51.4728,-3.203,0.0,17.5,15.8
Charlton|2015-08-08,Charlton,2015-08-08,51.4865,0.0366,0.0,11.0,18.7
Hull|2015-08-08,Hull,2015-08-08,53.746,-0.3675,0.0,20.3,17.4
Leeds|2015-08-08,Leeds,2015-08-08,53.7775,-1.5724,0.0,17.7,16.4
Rotherham|2015-08-08,Rotherham,2015-08-08,53.4275,-1.3632,0.0,18.4,17.7
Sheffield Weds|2015-08-08,Sheffield Weds,2015-08-08,53.4114,-1.5007,0.0,18.2,17.4
Arsenal|2015-08-09,Arsenal,2015-08-09,51.5549,-0.1084,0.0,15.6,18.4
Newcastle|2015-08-09,Newcastle,2015-08-09,54.9756,-1.6217,0.7,21.1,16.5
Stoke|2015-08-09,Stoke,2015-08-09,52.9883,-2.1752,0.5,19.4,16.8
Preston|2015-08-09,Preston,2015-08-09,53.7729,-2.6911,0.6,18.9,16.1
West Brom|2015-08-10,West Brom,2015-08-10,52.509,-1.9642,0.9,23.5,16.8
Aston Villa|2015-08-14,Aston Villa,2015-08-14,52.5092,-1.8847,35.1,16.4,15.0
Southampton|2015-08-15,Southampton,2015-08-15,50.9058,-1.3914,0.0,15.0,15.5
Sunderland|2015-08-15,Sunderland,2015-08-15,54.9145,-1.3879,0.0,19.9,13.7
Swansea|2015-08-15,Swansea,2015-08-15,51.6428,-3.9344,0.1,17.6,13.8
Tottenham|2015-08-15,Tottenham,2015-08-15,51.6042,-0.0665,0.0,13.3,16.5
Watford|2015-08-15,Watford,2015-08-15,51.6498,-0.4017,0.0,14.5,15.9
West Ham|2015-08-15,West Ham,2015-08-15,51.5386,0.0164,0.0,13.3,16.6
Bristol City|2015-08-15,Bristol City,2015-08-15,51.44,-2.62,0.1,14.8,14.2
Burnley|2015-08-15,Burnley,2015-08-15,53.7893,-2.2297,0.3,20.6,12.4
Derby|2015-08-15,Derby,2015-08-15,52.9151,-1.4472,0.0,17.9,14.1
Fulham|2015-08-15,Fulham,2015-08-15,51.4749,-0.2217,0.0,13.6,16.5
Huddersfield|2015-08-15,Huddersfield,2015-08-15,53.6543,-1.7679,0.0,20.9,13.2
Ipswich|2015-08-15,Ipswich,2015-08-15,52.0551,1.1449,0.0,17.8,17.3
Middlesbrough|2015-08-15,Middlesbrough,2015-08-15,54.5782,-1.2175,0.0,18.4,14.0
Nott'm Forest|2015-08-15,Nott'm Forest,2015-08-15,52.9399,-1.1328,0.0,17.6,14.5
QPR|2015-08-15,QPR,2015-08-15,51.5093,-0.2321,0.0,13.6,16.4
Crystal Palace|2015-08-16,Crystal Palace,2015-08-16,51.3983,-0.0855,0.5,8.1,14.9
Man City|2015-08-16,Man City,2015-08-16,53.4831,-2.2004,0.0,7.1,13.4
Reading|2015-08-16,Reading,2015-08-16,51.4528,-0.9866,0.0,7.9,15.0
Wolves|2015-08-16,Wolves,2015-08-16,52.59,-2.1303,0.0,7.3,13.2
Liverpool|2015-08-17,Liverpool,2015-08-17,53.4308,-2.9608,0.0,16.4,14.8
Blackburn|2015-08-18,Blackburn,2015-08-18,53.7286,-2.489,0.7,21.0,13.6
Derby|2015-08-18,Derby,2015-08-18,52.9151,-1.4472,0.9,24.3,14.7
Huddersfield|2015-08-18,Huddersfield,2015-08-18,53.6543,-1.7679,2.2,23.0,14.1
Ipswich|2015-08-18,Ipswich,2015-08-18,52.0551,1.1449,15.9,23.3,14.5
Nott'm Forest|2015-08-18,Nott'm Forest,2015-08-18,52.9399,-1.1328,0.7,24.9,14.8
Rotherham|2015-08-18,Rotherham,2015-08-18,53.4275,-1.3632,4.8,22.8,14.9
Bristol City|2015-08-19,Bristol City,2015-08-19,51.44,-2.62,13.9,22.9,14.6
Hull|2015-08-19,Hull,2015-08-19,53.746,-0.3675,6.5,23.2,16.8
Sheffield Weds|2015-08-19,Sheffield Weds,2015-08-19,53.4114,-1.5007,7.7,22.9,15.5
Wolves|2015-08-19,Wolves,2015-08-19,52.59,-2.1303,5.7,23.0,13.9
Birmingham|2015-08-21,Birmingham,2015-08-21,52.4752,-1.7865,0.0,25.5,18.2
Crystal Palace|2015-08-22,Crystal Palace,2015-08-22,51.3983,-0.0855,0.0,19.9,20.7
Leicester|2015-08-22,Leicester,2015-08-22,52.6204,-1.1422,1.2,18.3,20.4
Man United|2015-08-22,Man United,2015-08-22,53.4631,-2.2913,13.0,11.2,18.9
Norwich|2015-08-22,Norwich,2015-08-22,52.6221,1.3093,0.0,23.3,21.1
Sunderland|2015-08-22,Sunderland,2015-08-22,54.9145,-1.3879,0.9,15.5,18.0
West Ham|2015-08-22,West Ham,2015-08-22,51.5386,0.0164,0.0,19.9,21.2
Bolton|2015-08-22,Bolton,2015-08-22,53.5805,-2.5357,11.1,10.9,17.8
Brighton|2015-08-22,Brighton,2015-08-22,50.8618,-0.0837,0.0,24.3,19.7
Burnley|2015-08-22,Burnley,2015-08-22,53.7893,-2.2297,14.1,11.0,18.4
Cardiff|2015-08-22,Cardiff,2015-08-22,51.4728,-3.203,11.8,16.0,18.9
Charlton|2015-08-22,Charlton,2015-08-22,51.4865,0.0366,0.0,19.9,21.2
Fulham|2015-08-22,Fulham,2015-08-22,51.4749,-0.2217,0.0,20.2,21.0
Leeds|2015-08-22,Leeds,2015-08-22,53.7775,-1.5724,2.5,16.4,19.7
Middlesbrough|2015-08-22,Middlesbrough,2015-08-22,54.5782,-1.2175,0.9,20.4,18.5
Preston|2015-08-22,Preston,2015-08-22,53.7729,-2.6911,10.4,12.2,17.5
QPR|2015-08-22,QPR,2015-08-22,51.5093,-0.2321,0.0,20.2,20.9
Reading|2015-08-22,Reading,2015-08-22,51.4528,-0.9866,0.6,19.2,20.0
Everton|2015-08-23,Everton,2015-08-23,53.4388,-2.9661,19.0,28.9,17.5
Watford|2015-08-23,Watford,2015-08-23,51.6498,-0.4017,4.0,21.3,18.0
West Brom|2015-08-23,West Brom,2015-08-23,52.509,-1.9642,6.7,20.9,16.8
Arsenal|2015-08-24,Arsenal,2015-08-24,51.5549,-0.1084,21.9,18.8,14.5
Blackburn|2015-08-28,Blackburn,2015-08-28,53.7286,-2.489,0.4,25.0,13.8
Aston Villa|2015-08-29,Aston Villa,2015-08-29,52.5092,-1.8847,0.0,17.5,15.4
Bournemouth|2015-08-29,Bournemouth,2015-08-29,50.7352,-1.8383,2.8,14.8,16.5
Chelsea|2015-08-29,Chelsea,2015-08-29,51.4816,-0.191,2.6,11.9,16.6
Liverpool|2015-08-29,Liverpool,2015-08-29,53.4308,-2.9608,0.0,21.3,15.1
Man City|2015-08-29,Man City,2015-08-29,53.4831,-2.2004,0.0,22.0,14.7
Newcastle|2015-08-29,Newcastle,2015-08-29,54.9756,-1.6217,0.1,23.7,14.8
Stoke|2015-08-29,Stoke,2015-08-29,52.9883,-2.1752,1.0,19.5,14.5
Tottenham|2015-08-29,Tottenham,2015-08-29,51.6042,-0.0665,2.1,12.3,16.7
Brentford|2015-08-29,Brentford,2015-08-29,51.4882,-0.3088,2.6,11.9,16.6
Bristol City|2015-08-29,Bristol City,2015-08-29,51.44,-2.62,0.0,13.1,16.1
Derby|2015-08-29,Derby,2015-08-29,52.9151,-1.4472,0.0,20.1,15.6
Huddersfield|2015-08-29,Huddersfield,2015-08-29,53.6543,-1.7679,0.7,22.9,14.9
Hull|2015-08-29,Hull,2015-08-29,53.746,-0.3675,0.0,21.6,16.1
Ipswich|2015-08-29,Ipswich,2015-08-29,52.0551,1.1449,2.4,16.6,16.6
Nott'm Forest|2015-08-29,Nott'm Forest,2015-08-29,52.9399,-1.1328,0.0,20.1,16.0
Rotherham|2015-08-29,Rotherham,2015-08-29,53.4275,-1.3632,0.1,21.4,15.7
Sheffield Weds|2015-08-29,Sheffield Weds,2015-08-29,53.4114,-1.5007,0.6,21.4,15.4
Wolves|2015-08-29,Wolves,2015-08-29,52.59,-2.1303,0.3,17.8,15.0
Southampton|2015-08-30,Southampton,2015-08-30,50.9058,-1.3914,1.8,17.2,17.6
Swansea|2015-08-30,Swansea,2015-08-30,51.6428,-3.9344,6.3,10.4,14.5
Reading|2015-09-11,Reading,2015-09-11,51.4528,-0.9866,0.1,18.9,15.4
Arsenal|2015-09-12,Arsenal,2015-09-12,51.5549,-0.1084,1.6,22.2,16.1
Crystal Palace|2015-09-12,Crystal Palace,2015-09-12,51.3983,-0.0855,1.6,22.2,15.9
Everton|2015-09-12,Everton,2015-09-12,53.4388,-2.9661,12.7,32.9,13.4
Man United|2015-09-12,Man United,2015-09-12,53.4631,-2.2913,14.9,24.3,13.4
Norwich|2015-09-12,Norwich,2015-09-12,52.6221,1.3093,4.7,24.8,16.7
Watford|2015-09-12,Watford,2015-09-12,51.6498,-0.4017,2.8,22.6,15.6
West Brom|2015-09-12,West Brom,2015-09-12,52.509,-1.9642,8.9,20.6,13.5
Birmingham|2015-09-12,Birmingham,2015-09-12,52.4752,-1.7865,7.6,20.9,13.9
Bolton|2015-09-12,Bolton,2015-09-12,53.5805,-2.5357,16.2,26.1,12.7
Brighton|2015-09-12,Brighton,2015-09-12,50.8618,-0.0837,0.6,27.8,15.8
Burnley|2015-09-12,Burnley,2015-09-12,53.7893,-2.2297,18.8,24.1,12.6
Cardiff|2015-09-12,Cardiff,2015-09-12,51.4728,-3.203,4.9,28.1,14.2
Charlton|2015-09-12,Charlton,2015-09-12,51.4865,0.0366,1.6,22.2,16.4
Leeds|2015-09-12,Leeds,2015-09-12,53.7775,-1.5724,15.6,23.0,13.3
Middlesbrough|2015-09-12,Middlesbrough,2015-09-12,54.5782,-1.2175,10.9,29.0,13.4
Preston|2015-09-12,Preston,2015-09-12,53.7729,-2.6911,17.0,29.7,13.2
QPR|2015-09-12,QPR,2015-09-12,51.5093,-0.2321,2.1,23.3,16.2
Leicester|2015-09-13,Leicester,2015-09-13,52.6204,-1.1422,0.0,11.6,12.8
Sunderland|2015-09-13,Sunderland,2015-09-13,54.9145,-1.3879,0.2,16.0,12.0
Fulham|2015-09-13,Fulham,2015-09-13,51.4749,-0.2217,1.7,13.8,13.0
West Ham|2015-09-14,West Ham,2015-09-14,51.5386,0.0164,5.0,29.3,13.3
Birmingham|2015-09-15,Birmingham,2015-09-15,52.4752,-1.7865,3.9,21.5,12.0
Bolton|2015-09-15,Bolton,2015-09-15,53.5805,-2.5357,2.8,20.7,11.6
Brighton|2015-09-15,Brighton,2015-09-15,50.8618,-0.0837,3.7,32.4,13.0
Burnley|2015-09-15,Burnley,2015-09-15,53.7893,-2.2297,2.8,19.1,11.5
Cardiff|2015-09-15,Cardiff,2015-09-15,51.4728,-3.203,10.3,33.1,13.3
Charlton|2015-09-15,Charlton,2015-09-15,51.4865,0.0366,3.9,22.9,13.0
Leeds|2015-09-15,Leeds,2015-09-15,53.7775,-1.5724,9.5,18.0,12.0
Middlesbrough|2015-09-15,Middlesbrough,2015-09-15,54.5782,-1.2175,12.9,22.2,12.0
Preston|2015-09-15,Preston,2015-09-15,53.7729,-2.6911,1.7,21.9,12.1
Reading|2015-09-15,Reading,2015-09-15,51.4528,-0.9866,3.9,23.3,12.6
QPR|2015-09-16,QPR,2015-09-16,51.5093,-0.2321,14.7,22.8,12.9
Ipswich|2015-09-18,Ipswich,2015-09-18,52.0551,1.1449,6.6,21.2,13.8
Aston Villa|2015-09-19,Aston Villa,2015-09-19,52.5092,-1.8847,0.0,10.2,12.6
Bournemouth|2015-09-19,Bournemouth,2015-09-19,50.7352,-1.8383,0.0,13.7,13.7
Chelsea|2015-09-19,Chelsea,2015-09-19,51.4816,-0.191,0.0,13.0,13.7
Man City|2015-09-19,Man City,2015-09-19,53.4831,-2.2004,0.1,10.5,11.7
Newcastle|2015-09-19,Newcastle,2015-09-19,54.9756,-1.6217,0.0,13.4,11.5
Stoke|2015-09-19,Stoke,2015-09-19,52.9883,-2.1752,0.0,7.6,11.8
Swansea|2015-09-19,Swansea,2015-09-19,51.6428,-3.9344,0.0,10.4,12.8
Blackburn|2015-09-19,Blackburn,2015-09-19,53.7286,-2.489,0.1,10.8,11.2
Brentford|2015-09-19,Brentford,2015-09-19,51.4882,-0.3088,0.0,13.0,13.8
Bristol City|2015-09-19,Bristol City,2015-09-19,51.44,-2.62,0.0,9.4,12.8
Huddersfield|2015-09-19,Huddersfield,2015-09-19,53.6543,-1.7679,0.0,13.7,11.8
Hull|2015-09-19,Hull,2015-09-19,53.746,-0.3675,0.0,10.9,13.5
Nott'm Forest|2015-09-19,Nott'm Forest,2015-09-19,52.9399,-1.1328,0.0,11.0,13.1
Rotherham|2015-09-19,Rotherham,2015-09-19,53.4275,-1.3632,0.0,11.3,12.8
Sheffield Weds|2015-09-19,Sheffield Weds,2015-09-19,53.4114,-1.5007,0.0,11.9,12.4
Wolves|2015-09-19,Wolves,2015-09-19,52.59,-2.1303,0.0,9.4,12.4
Liverpool|2015-09-20,Liverpool,2015-09-20,53.4308,-2.9608,0.5,13.7,12.5
Southampton|2015-09-20,Southampton,2015-09-20,50.9058,-1.3914,0.1,15.8,13.7
Tottenham|2015-09-20,Tottenham,2015-09-20,51.6042,-0.0665,0.0,14.8,14.3
Derby|2015-09-21,Derby,2015-09-21,52.9151,-1.4472,4.2,20.2,11.8
Huddersfield|2015-09-24,Huddersfield,2015-09-24,53.6543,-1.7679,2.2,28.4,11.6
Fulham|2015-09-25,Fulham,2015-09-25,51.4749,-0.2217,0.0,12.4,12.3
Leicester|2015-09-26,Leicester,2015-09-26,52.6204,-1.1422,0.0,10.5,10.9
Liverpool|2015-09-26,Liverpool,2015-09-26,53.4308,-2.9608,0.0,10.4,10.9
Man United|2015-09-26,Man United,2015-09-26,53.4631,-2.2913,0.0,8.4,11.4
Newcastle|2015-09-26,Newcastle,2015-09-26,54.9756,-1.6217,0.0,10.8,11.6
Southampton|2015-09-26,Southampton,2015-09-26,50.9058,-1.3914,0.0,10.4,13.2
Stoke|2015-09-26,Stoke,2015-09-26,52.9883,-2.1752,0.0,10.7,10.4
Tottenham|2015-09-26,Tottenham,2015-09-26,51.6042,-0.0665,0.0,10.5,12.8
West Ham|2015-09-26,West Ham,2015-09-26,51.5386,0.0164,0.0,10.5,12.9
Birmingham|2015-09-26,Birmingham,2015-09-26,52.4752,-1.7865,0.0,10.1,10.3
Bolton|2015-09-26,Bolton,2015-09-26,53.5805,-2.5357,0.0,8.2,10.7
Brentford|2015-09-26,Brentford,2015-09-26,51.4882,-0.3088,0.0,10.3,12.8
Burnley|2015-09-26,Burnley,2015-09-26,53.7893,-2.2297,0.0,8.7,10.9
Cardiff|2015-09-26,Cardiff,2015-09-26,51.4728,-3.203,0.0,11.6,11.7
Hull|2015-09-26,Hull,2015-09-26,53.746,-0.3675,0.0,11.0,11.4
Ipswich|2015-09-26,Ipswich,2015-09-26,52.0551,1.1449,0.0,15.0,12.7
Preston|2015-09-26,Preston,2015-09-26,53.7729,-2.6911,0.1,7.9,11.4
Watford|2015-09-27,Watford,2015-09-27,51.6498,-0.4017,0.0,15.5,12.3
Middlesbrough|2015-09-27,Middlesbrough,2015-09-27,54.5782,-1.2175,0.0,10.9,10.8
West Brom|2015-09-28,West Brom,2015-09-28,52.509,-1.9642,0.0,13.5,11.2
Brentford|2015-09-29,Brentford,2015-09-29,51.4882,-0.3088,0.0,20.1,13.1
Fulham|2015-09-29,Fulham,2015-09-29,51.4749,-0.2217,0.0,20.1,13.2
Rotherham|2015-10-02,Rotherham,2015-10-02,53.4275,-1.3632,0.0,7.8,10.5
Aston Villa|2015-10-03,Aston Villa,2015-10-03,52.5092,-1.8847,0.0,7.6,9.0
Bournemouth|2015-10-03,Bournemouth,2015-10-03,50.7352,-1.8383,0.0,11.9,11.8
Chelsea|2015-10-03,Chelsea,2015-10-03,51.4816,-0.191,0.0,8.7,11.3
Crystal Palace|2015-10-03,Crystal Palace,2015-10-03,51.3983,-0.0855,0.0,8.3,11.5
Man City|2015-10-03,Man City,2015-10-03,53.4831,-2.2004,0.0,6.6,7.7
Norwich|2015-10-03,Norwich,2015-10-03,52.6221,1.3093,0.0,8.9,12.9
Sunderland|2015-10-03,Sunderland,2015-10-03,54.9145,-1.3879,0.0,6.3,9.0
Blackburn|2015-10-03,Blackburn,2015-10-03,53.7286,-2.489,0.0,5.4,7.9
Brighton|2015-10-03,Brighton,2015-10-03,50.8618,-0.0837,0.0,9.5,11.7
Bristol City|2015-10-03,Bristol City,2015-10-03,51.44,-2.62,0.0,7.7,9.8
Derby|2015-10-03,Derby,2015-10-03,52.9151,-1.4472,0.0,6.4,9.6
Leeds|2015-10-03,Leeds,2015-10-03,53.7775,-1.5724,0.0,6.5,8.6
Nott'm Forest|2015-10-03,Nott'm Forest,2015-10-03,52.9399,-1.1328,0.0,6.2,10.1
QPR|2015-10-03,QPR,2015-10-03,51.5093,-0.2321,0.0,8.7,11.3
Reading|2015-10-03,Reading,2015-10-03,51.4528,-0.9866,0.0,7.8,10.2
Sheffield Weds|2015-10-03,Sheffield Weds,2015-10-03,53.4114,-1.5007,0.0,5.8,9.3
Wolves|2015-10-03,Wolves,2015-10-03,52.59,-2.1303,0.0,6.9,8.4
Arsenal|2015-10-04,Arsenal,2015-10-04,51.5549,-0.1084,0.0,16.4,12.5
Everton|2015-10-04,Everton,2015-10-04,53.4388,-2.9661,0.0,25.2,10.9
Swansea|2015-10-04,Swansea,2015-10-04,51.6428,-3.9344,0.1,29.3,11.4
Charlton|2015-10-04,Charlton,2015-10-04,51.4865,0.0366,0.0,16.4,12.5
Bristol City|2015-10-16,Bristol City,2015-10-16,51.44,-2.62,0.0,19.5,10.2
Chelsea|2015-10-17,Chelsea,2015-10-17,51.4816,-0.191,0.0,22.4,10.9
Crystal Palace|2015-10-17,Crystal Palace,2015-10-17,51.3983,-0.0855,0.0,21.8,10.6
Everton|2015-10-17,Everton,2015-10-17,53.4388,-2.9661,0.0,18.8,9.4
Man City|2015-10-17,Man City,2015-10-17,53.4831,-2.2004,0.0,19.6,9.0
Southampton|2015-10-17,Southampton,2015-10-17,50.9058,-1.3914,0.0,20.7,10.9
Tottenham|2015-10-17,Tottenham,2015-10-17,51.6042,-0.0665,0.0,21.8,11.1
Watford|2015-10-17,Watford,2015-10-17,51.6498,-0.4017,0.0,23.4,10.7
West Brom|2015-10-17,West Brom,2015-10-17,52.509,-1.9642,0.0,19.7,8.9
Birmingham|2015-10-17,Birmingham,2015-10-17,52.4752,-1.7865,0.0,20.8,9.3
Brentford|2015-10-17,Brentford,2015-10-17,51.4882,-0.3088,0.0,22.4,10.9
Burnley|2015-10-17,Burnley,2015-10-17,53.7893,-2.2297,0.0,20.4,8.9
Ipswich|2015-10-17,Ipswich,2015-10-17,52.0551,1.1449,0.6,27.3,11.1
Leeds|2015-10-17,Leeds,2015-10-17,53.7775,-1.5724,0.1,22.4,9.7
Middlesbrough|2015-10-17,Middlesbrough,2015-10-17,54.5782,-1.2175,0.2,28.1,10.3
Preston|2015-10-17,Preston,2015-10-17,53.7729,-2.6911,0.0,17.4,9.2
Reading|2015-10-17,Reading,2015-10-17,51.4528,-0.9866,0.0,21.1,10.5
Sheffield Weds|2015-10-17,Sheffield Weds,2015-10-17,53.4114,-1.5007,0.0,21.9,9.9
Newcastle|2015-10-18,Newcastle,2015-10-18,54.9756,-1.6217,0.0,18.7,9.8
Derby|2015-10-18,Derby,2015-10-18,52.9151,-1.4472,0.0,17.2,11.2
Swansea|2015-10-19,Swansea,2015-10-19,51.6428,-3.9344,0.0,8.8,11.6
Bolton|2015-10-20,Bolton,2015-10-20,53.5805,-2.5357,0.7,16.3,9.4
Brighton|2015-10-20,Brighton,2015-10-20,50.8618,-0.0837,0.0,13.7,10.7
Cardiff|2015-10-20,Cardiff,2015-10-20,51.4728,-3.203,0.0,14.8,10.4
Charlton|2015-10-20,Charlton,2015-10-20,51.4865,0.0366,0.0,13.2,10.2
Huddersfield|2015-10-20,Huddersfield,2015-10-20,53.6543,-1.7679,0.1,20.2,9.8
Hull|2015-10-20,Hull,2015-10-20,53.746,-0.3675,0.0,15.2,9.6
Nott'm Forest|2015-10-20,Nott'm Forest,2015-10-20,52.9399,-1.1328,0.0,16.2,9.9
QPR|2015-10-20,QPR,2015-10-20,51.5093,-0.2321,0.0,12.9,10.2
Rotherham|2015-10-20,Rotherham,2015-10-20,53.4275,-1.3632,0.0,16.9,10.2
Blackburn|2015-10-21,Blackburn,2015-10-21,53.7286,-2.489,5.3,23.6,12.7
Fulham|2015-10-21,Fulham,2015-10-21,51.4749,-0.2217,8.7,18.6,11.1
Wolves|2015-10-21,Wolves,2015-10-21,52.59,-2.1303,9.3,19.3,12.2
Rotherham|2015-10-23,Rotherham,2015-10-23,53.4275,-1.3632,0.0,21.0,9.4
Arsenal|2015-10-24,Arsenal,2015-10-24,51.5549,-0.1084,2.7,21.7,11.4
Aston Villa|2015-10-24,Aston Villa,2015-10-24,52.5092,-1.8847,3.8,22.0,9.6
Leicester|2015-10-24,Leicester,2015-10-24,52.6204,-1.1422,3.4,22.2,9.9
Norwich|2015-10-24,Norwich,2015-10-24,52.6221,1.3093,1.3,23.2,11.6
Stoke|2015-10-24,Stoke,2015-10-24,52.9883,-2.1752,4.0,21.1,9.3
West Ham|2015-10-24,West Ham,2015-10-24,51.5386,0.0164,2.7,21.7,11.7
Blackburn|2015-10-24,Blackburn,2015-10-24,53.7286,-2.489,3.6,21.9,9.6
Bolton|2015-10-24,Bolton,2015-10-24,53.5805,-2.5357,4.1,21.7,9.5
Brighton|2015-10-24,Brighton,2015-10-24,50.8618,-0.0837,1.1,25.2,12.5
Charlton|2015-10-24,Charlton,2015-10-24,51.4865,0.0366,2.7,21.7,11.7
Fulham|2015-10-24,Fulham,2015-10-24,51.4749,-0.2217,2.4,20.3,11.5
Huddersfield|2015-10-24,Huddersfield,2015-10-24,53.6543,-1.7679,1.7,25.5,9.8
Hull|2015-10-24,Hull,2015-10-24,53.746,-0.3675,1.4,30.5,10.0
Nott'm Forest|2015-10-24,Nott'm Forest,2015-10-24,52.9399,-1.1328,2.7,25.8,9.8
QPR|2015-10-24,QPR,2015-10-24,51.5093,-0.2321,2.4,20.3,11.5
Wolves|2015-10-24,Wolves,2015-10-24,52.59,-2.1303,4.0,20.6,9.4
Bournemouth|2015-10-25,Bournemouth,2015-10-25,50.7352,-1.8383,0.0,22.2,9.7
Liverpool|2015-10-25,Liverpool,2015-10-25,53.4308,-2.9608,0.1,27.4,9.2
Man United|2015-10-25,Man United,2015-10-25,53.4631,-2.2913,0.0,15.7,8.3
Sunderland|2015-10-25,Sunderland,2015-10-25,54.9145,-1.3879,0.0,19.4,8.1
Cardiff|2015-10-26,Cardiff,2015-10-26,51.4728,-3.203,0.3,26.8,11.3
Leeds|2015-10-29,Leeds,2015-10-29,53.7775,-1.5724,3.6,26.4,10.8
Brentford|2015-10-30,Brentford,2015-10-30,51.4882,-0.3088,3.8,24.2,13.8
Chelsea|2015-10-31,Chelsea,2015-10-31,51.4816,-0.191,0.0,12.1,10.8
Crystal Palace|2015-10-31,Crystal Palace,2015-10-31,51.3983,-0.0855,0.0,11.8,10.8
Man City|2015-10-31,Man City,2015-10-31,53.4831,-2.2004,0.3,19.9,12.2
Newcastle|2015-10-31,Newcastle,2015-10-31,54.9756,-1.6217,2.0,22.5,13.1
Swansea|2015-10-31,Swansea,2015-10-31,51.6428,-3.9344,5.5,17.8,14.0
Watford|2015-10-31,Watford,2015-10-31,51.6498,-0.4017,0.0,13.4,10.9
West Brom|2015-10-31,West Brom,2015-10-31,52.509,-1.9642,0.0,15.1,11.3
Birmingham|2015-10-31,Birmingham,2015-10-31,52.4752,-1.7865,0.0,15.3,11.4
Bristol City|2015-10-31,Bristol City,2015-10-31,51.44,-2.62,0.5,14.2,13.3
Burnley|2015-10-31,Burnley,2015-10-31,53.7893,-2.2297,1.1,17.2,12.8
Derby|2015-10-31,Derby,2015-10-31,52.9151,-1.4472,0.0,14.7,11.3
Ipswich|2015-10-31,Ipswich,2015-10-31,52.0551,1.1449,0.0,19.8,10.9
Middlesbrough|2015-10-31,Middlesbrough,2015-10-31,54.5782,-1.2175,0.5,23.8,12.7
Preston|2015-10-31,Preston,2015-10-31,53.7729,-2.6911,3.0,24.2,13.0
Reading|2015-10-31,Reading,2015-10-31,51.4528,-0.9866,0.0,13.6,11.4
Sheffield Weds|2015-10-31,Sheffield Weds,2015-10-31,53.4114,-1.5007,0.7,16.5,12.0
Everton|2015-11-01,Everton,2015-11-01,53.4388,-2.9661,0.0,11.8,10.6
Southampton|2015-11-01,Southampton,2015-11-01,50.9058,-1.3914,0.0,8.4,11.7
Tottenham|2015-11-02,Tottenham,2015-11-02,51.6042,-0.0665,0.0,10.5,10.4
Birmingham|2015-11-03,Birmingham,2015-11-03,52.4752,-1.7865,0.8,10.9,10.3
Brentford|2015-11-03,Brentford,2015-11-03,51.4882,-0.3088,0.5,12.2,11.1
Bristol City|2015-11-03,Bristol City,2015-11-03,51.44,-2.62,1.4,12.2,11.9
Burnley|2015-11-03,Burnley,2015-11-03,53.7893,-2.2297,1.3,8.8,8.4
Derby|2015-11-03,Derby,2015-11-03,52.9151,-1.4472,0.5,10.8,9.8
Ipswich|2015-11-03,Ipswich,2015-11-03,52.0551,1.1449,0.0,20.9,11.8
Leeds|2015-11-03,Leeds,2015-11-03,53.7775,-1.5724,1.4,9.0,9.0
Middlesbrough|2015-11-03,Middlesbrough,2015-11-03,54.5782,-1.2175,0.6,12.7,8.5
Preston|2015-11-03,Preston,2015-11-03,53.7729,-2.6911,0.7,13.2,8.6
Reading|2015-11-03,Reading,2015-11-03,51.4528,-0.9866,0.3,12.6,11.2
Sheffield Weds|2015-11-03,Sheffield Weds,2015-11-03,53.4114,-1.5007,1.1,9.8,9.6
Nott'm Forest|2015-11-06,Nott'm Forest,2015-11-06,52.9399,-1.1328,1.4,25.0,13.9
Bournemouth|2015-11-07,Bournemouth,2015-11-07,50.7352,-1.8383,7.7,48.9,14.5
Leicester|2015-11-07,Leicester,2015-11-07,52.6204,-1.1422,5.4,39.3,13.3
Man United|2015-11-07,Man United,2015-11-07,53.4631,-2.2913,20.2,34.1,11.6
Norwich|2015-11-07,Norwich,2015-11-07,52.6221,1.3093,7.6,39.4,14.5
Stoke|2015-11-07,Stoke,2015-11-07,52.9883,-2.1752,7.8,35.7,11.8
Sunderland|2015-11-07,Sunderland,2015-11-07,54.9145,-1.3879,9.9,21.3,10.2
West Ham|2015-11-07,West Ham,2015-11-07,51.5386,0.0164,4.7,36.0,14.5
Blackburn|2015-11-07,Blackburn,2015-11-07,53.7286,-2.489,19.8,28.9,10.8
Bolton|2015-11-07,Bolton,2015-11-07,53.5805,-2.5357,19.5,26.8,10.9
