Date,Div,season,HomeTeam,AwayTeam,Result,GoalDiff,mu_model,mu_mkt,pH_n,pD_n,pA_n,pH_p,pD_p,pA_p,p_H_mkt,p_D_mkt,p_A_mkt
2023-11-12,D1,2023-24,Leverkusen,Union Berlin,H,4.0,3.6670828572743126,1.815774499122296,0.9436728945586355,0.037895239126798874,0.018431866314565674,0.9426157166730698,0.0521891933749197,0.0047627623848686485,0.7183175080460296,0.1744116251550611,0.1072708667989092
2023-11-12,D1,2023-24,Werder Bremen,Ein Frankfurt,D,0.0,-0.1586302012372982,-0.0434434203593501,0.3707360896112839,0.19714823297275996,0.43211567741595613,0.33227176387778573,0.26150799279467657,0.40621989553233295,0.3552409105025246,0.2731852635695472,0.3715738259279281
2023-11-12,D1,2023-24,RB Leipzig,Freiburg,H,2.0,2.2208974300535864,1.4628885284840316,0.8056530850039376,0.10788726920768904,0.08645964578837334,0.8671272803156348,0.11248171012043662,0.020344260550187808,0.6582540513542626,0.1966734665631638,0.1450724820825736
2023-11-24,D1,2023-24,FC Koln,Bayern Munich,A,-1.0,-3.4187300409715204,-2.028213485363243,0.02483055945894863,0.0470432483508042,0.9281261921902472,0.0053611645941531415,0.05845305454072486,0.9358755706781912,0.0957475994513031,0.1382716049382716,0.7659807956104253
2023-11-25,D1,2023-24,Werder Bremen,Leverkusen,A,-3.0,-2.193838643312273,-1.3845488618507462,0.0886155452536519,0.10948235453133748,0.8019021002150106,0.022145182564019063,0.115239413921456,0.8625709088899511,0.1598516333735532,0.1876927202037806,0.6524556464226662
2023-11-25,D1,2023-24,Dortmund,M'gladbach,H,2.0,0.6930416580380794,1.2925265855578616,0.5385151219608052,0.18642755216877993,0.27505732587041487,0.5363406897247285,0.24424323356681912,0.21941462541383716,0.6405230780793062,0.1845782152480443,0.1748987066726496
2023-11-25,D1,2023-24,Freiburg,Darmstadt,D,0.0,1.7061214373610927,1.355816412226539,0.7271246912126705,0.13830303175859543,0.13457227702873403,0.7704483942581679,0.1645601981501015,0.06497427168811555,0.6329537323979542,0.2128393869382131,0.1542068806638327
2023-11-25,D1,2023-24,Union Berlin,Augsburg,D,0.0,-0.35082567615775295,0.6699358700806396,0.3349904816311935,0.19479102544839855,0.47021849292040796,0.2897025541957206,0.25772700402540993,0.4525698962719177,0.4879614007445301,0.2704855675436253,0.2415530317118445
2023-11-25,D1,2023-24,Wolfsburg,RB Leipzig,H,1.0,-1.5037252649813837,-0.6383414091913242,0.15777234328547207,0.149793906430014,0.6924337502845139,0.08877159699677097,0.1839078319208528,0.7273094817192085,0.259698637325265,0.2422126941637135,0.4980886685110213
2023-11-25,D1,2023-24,Ein Frankfurt,Stuttgart,A,-1.0,-0.45458600363318513,-0.1396790794571367,0.31627274094667535,0.19280146922631275,0.4909257898270119,0.26758847351567516,0.2545291263306353,0.47788166909087687,0.3359060684484957,0.2757865164250433,0.388307415126461
2023-11-26,D1,2023-24,Heidenheim,Bochum,D,0.0,1.1526460049525693,0.2086141434319064,0.6281308766146367,0.16797773087393597,0.2038913925114273,0.6472956594508585,0.21411597739433524,0.13858347427228848,0.4039645874224552,0.2704318488022548,0.32560356377529
2023-11-26,D1,2023-24,Hoffenheim,Mainz,D,0.0,1.6691159152004933,0.7702174844240782,0.7209291876757682,0.1404416323622571,0.1386291799619747,0.7627523400680727,0.16817577286876206,0.06905603238331529,0.5218266783176931,0.2414421944454998,0.2367311272368071
2023-12-01,D1,2023-24,Darmstadt,FC Koln,A,-1.0,0.004547595151403627,-0.0417312401166907,0.4020016240008476,0.19775811019357326,0.40024026580557914,0.3698185155590329,0.2624848637546456,0.3676963202919673,0.3477490797640499,0.2889309861541067,0.3633199340818432
