season,best_w,ll_best,ll_mkt,gap
2017-18,1.0,0.9942041415698509,0.9942041415698509,0.0
2018-19,0.95,1.0092546272140557,1.0094872182483234,0.0002325910342677595
2019-20,1.0,1.0272968334881813,1.0272968334881813,0.0
2020-21,1.0,1.0150781459130918,1.0150781459130918,0.0
2021-22,0.99,1.0109619291849807,1.0113139571475287,0.00035202796254796276
2022-23,1.0,1.0128642382907493,1.0128642382907493,0.0
2023-24,0.99,1.0025892225412765,1.0027361171277247,0.00014689458644823183
