"id","matchDate","Country","League","Season","homeTeam","awayTeam","H","D","A","O05","U05","O15","U15","O25","U25","O35","U35","O45","U45","BTTSY","BTTSN"
"90465","21-05-25 21:00","Europe","Europa League","2024/2025","Tottenham","Manchester Utd","3.44","3.34","2.28","1.07","9.57","1.31","3.62","2.01","1.90","3.46","1.33","7.12","1.11","1.73","2.10"
"90467","08-05-25 21:00","Europe","Europa League","2024/2025","Manchester Utd","Ath Bilbao","1.83","3.80","4.56","1.06","10.40","1.30","3.65","1.92","1.98","3.30","1.35","6.79","1.12","1.81","2.00"
"90466","08-05-25 21:00","Europe","Europa League","2024/2025","Bodo/Glimt","Tottenham","2.62","4.00","2.51","1.01","17.00","1.19","5.00","1.56","2.50","2.37","1.62","4.14","1.25","1.44","2.79"
"90469","01-05-25 21:00","Europe","Europa League","2024/2025","Tottenham","Bodo/Glimt","1.30","6.08","10.60","1.02","17.00","1.16","5.50","1.48","2.75","2.24","1.73","3.67","1.30","1.76","2.06"
"90468","01-05-25 21:00","Europe","Europa League","2024/2025","Ath Bilbao","Manchester Utd","2.32","3.19","3.50","1.10","7.37","1.44","2.90","2.35","1.63","4.57","1.22","9.52","1.07","1.94","1.86"
"90470","17-04-25 21:00","Europe","Europa League","2024/2025","Ath Bilbao","Rangers","1.36","5.36","9.18","1.03","15.00","1.22","4.50","1.65","2.30","2.57","1.54","4.80","1.20","1.90","1.90"
"90471","17-04-25 21:00","Europe","Europa League","2024/2025","Eintracht Frankfurt","Tottenham","2.41","3.76","2.86","1.02","17.90","1.18","5.26","1.56","2.50","2.35","1.63","4.26","1.24","1.49","2.64"
"90472","17-04-25 21:00","Europe","Europa League","2024/2025","Lazio","Bodo/Glimt","1.48","5.10","6.38","1.02","17.90","1.18","5.26","1.56","2.50","2.35","1.63","4.26","1.24","1.72","2.12"
"90473","17-04-25 21:00","Europe","Europa League","2024/2025","Manchester Utd","Lyon","1.70","4.19","4.86","1.02","18.10","1.20","4.79","1.58","2.45","2.43","1.59","4.22","1.24","1.60","2.34"
"90476","10-04-25 21:00","Europe","Europa League","2024/2025","Tottenham","Eintracht Frankfurt","1.62","4.62","5.13","1.02","17.50","1.18","5.26","1.47","2.77","2.16","1.73","3.94","1.27","1.57","2.41"
"90475","10-04-25 21:00","Europe","Europa League","2024/2025","Rangers","Ath Bilbao","4.37","3.58","1.91","1.06","10.50","1.30","3.68","2.03","1.88","3.27","1.36","6.73","1.12","1.76","2.06"
"90474","10-04-25 21:00","Europe","Europa League","2024/2025","Lyon","Manchester Utd","3.34","3.33","2.32","1.05","11.70","1.26","3.99","1.88","2.03","3.06","1.40","6.17","1.14","1.68","2.18"
"90477","10-04-25 18:45","Europe","Europa League","2024/2025","Bodo/Glimt","Lazio","3.17","3.55","2.31","1.05","11.60","1.27","3.95","1.90","2.01","3.09","1.39","6.23","1.14","1.65","2.24"
"90481","13-03-25 21:00","Europe","Europa League","2024/2025","Tottenham","AZ Alkmaar","1.50","4.59","6.91","1.02","17.00","1.22","4.50","1.61","2.38","2.47","1.57","4.48","1.22","1.65","2.24"
"90480","13-03-25 21:00","Europe","Europa League","2024/2025","Rangers","Fenerbahce","2.98","3.69","2.36","1.03","13.70","1.25","4.21","1.82","2.10","2.91","1.43","5.71","1.15","1.60","2.34"
"90479","13-03-25 21:00","Europe","Europa League","2024/2025","Manchester Utd","Real Sociedad","1.94","3.46","4.40","1.07","9.47","1.34","3.37","2.14","1.80","3.94","1.27","8.05","1.09","1.90","1.90"
"90478","13-03-25 21:00","Europe","Europa League","2024/2025","Lyon","FCSB","1.39","5.13","8.55","1.04","13.00","1.23","4.33","1.82","2.10","2.86","1.45","5.41","1.17","1.96","1.85"
"90483","13-03-25 18:45","Europe","Europa League","2024/2025","Eintracht Frankfurt","Ajax","1.74","4.46","4.29","1.02","18.50","1.18","5.26","1.47","2.77","2.16","1.73","3.61","1.31","1.53","2.53"
"90482","13-03-25 18:45","Europe","Europa League","2024/2025","Ath Bilbao","AS Roma","2.00","3.58","3.99","1.03","9.00","1.37","3.20","2.24","1.73","3.64","1.25","8.45","1.05","1.90","1.90"
"90484","13-03-25 18:45","Europe","Europa League","2024/2025","Lazio","Plzen","1.54","4.44","6.68","1.03","13.70","1.21","4.05","1.64","2.32","2.73","1.48","5.15","1.18","1.76","2.06"
"90485","13-03-25 18:45","Europe","Europa League","2024/2025","Olympiacos Piraeus","Bodo/Glimt","1.61","4.45","5.39","1.01","15.50","1.21","4.74","1.59","2.42","2.54","1.54","4.57","1.22","1.70","2.15"
"90489","06-03-25 21:00","Europe","Europa League","2024/2025","Plzen","Lazio","4.66","3.51","1.88","1.09","8.42","1.34","3.37","2.24","1.73","3.94","1.27","8.05","1.09","1.90","1.90"
"90488","06-03-25 21:00","Europe","Europa League","2024/2025","Bodo/Glimt","Olympiacos Piraeus","2.61","3.27","2.94","1.07","9.47","1.34","3.37","2.14","1.80","3.94","1.27","8.05","1.09","1.83","1.98"
"90487","06-03-25 21:00","Europe","Europa League","2024/2025","AS Roma","Ath Bilbao","2.42","3.34","3.14","1.08","8.51","1.38","3.19","2.23","1.69","4.22","1.24","8.74","1.08","1.89","1.92"
"90486","06-03-25 21:00","Europe","Europa League","2024/2025","Ajax","Eintracht Frankfurt","2.16","3.65","3.42","1.03","13.70","1.22","4.56","1.74","2.21","2.73","1.48","5.15","1.18","1.60","2.34"
"90490","06-03-25 18:45","Europe","Europa League","2024/2025","AZ Alkmaar","Tottenham","3.43","3.46","2.22","1.03","13.70","1.22","4.56","1.74","2.21","2.73","1.48","5.15","1.18","1.57","2.41"
"90491","06-03-25 18:45","Europe","Europa League","2024/2025","FCSB","Lyon","4.78","3.37","1.90","1.09","8.42","1.38","3.16","2.24","1.73","3.94","1.27","8.05","1.09","1.90","1.90"
"90492","06-03-25 18:45","Europe","Europa League","2024/2025","Fenerbahce","Rangers","1.66","3.88","5.93","1.05","11.60","1.25","4.21","1.82","2.10","2.91","1.43","5.71","1.15","1.76","2.06"
"90493","06-03-25 18:45","Europe","Europa League","2024/2025","Real Sociedad","Manchester Utd","2.42","3.16","3.31","1.10","7.37","1.44","2.90","2.35","1.63","4.57","1.22","9.52","1.07","1.96","1.85"
"90497","20-02-25 21:00","Europe","Europa League","2024/2025","Real Sociedad","Midtjylland","1.51","4.59","6.63","1.05","11.60","1.27","3.95","1.82","2.10","3.09","1.39","5.71","1.15","1.90","1.90"
"90496","20-02-25 21:00","Europe","Europa League","2024/2025","Plzen","Ferencvaros","1.74","3.84","5.13","1.06","10.50","1.31","3.58","2.03","1.88","3.50","1.33","6.73","1.12","1.86","1.95"
"90495","20-02-25 21:00","Europe","Europa League","2024/2025","Anderlecht","Fenerbahce","2.81","3.50","2.57","1.05","11.60","1.25","4.21","1.82","2.10","2.91","1.43","5.71","1.15","1.65","2.24"
"90494","20-02-25 21:00","Europe","Europa League","2024/2025","Ajax","Royale Union SG","2.22","3.50","3.40","1.05","11.00","1.29","3.75","1.99","1.91","3.24","1.37","6.54","1.13","1.68","2.18"
"90501","20-02-25 18:45","Europe","Europa League","2024/2025","Galatasaray","AZ Alkmaar","1.77","4.31","4.27","1.02","18.50","1.15","5.79","1.44","2.90","2.14","1.80","3.50","1.33","1.49","2.64"
"90500","20-02-25 18:45","Europe","Europa League","2024/2025","FCSB","PAOK","2.76","3.33","2.71","1.09","8.00","1.41","3.00","2.26","1.67","4.48","1.22","9.26","1.07","1.90","1.90"
"90499","20-02-25 18:45","Europe","Europa League","2024/2025","Bodo/Glimt","Twente","2.00","3.85","3.69","1.02","15.80","1.21","4.74","1.59","2.42","2.54","1.54","4.57","1.22","1.53","2.53"
"90498","20-02-25 18:45","Europe","Europa League","2024/2025","AS Roma","FC Porto","1.88","3.51","4.66","1.08","8.51","1.34","3.41","2.22","1.74","3.90","1.28","7.97","1.09","1.90","1.90"
"90503","13-02-25 21:00","Europe","Europa League","2024/2025","FC Porto","AS Roma","2.69","3.28","2.82","1.07","9.47","1.34","3.37","2.14","1.80","3.94","1.27","8.05","1.09","1.76","2.06"
"90504","13-02-25 21:00","Europe","Europa League","2024/2025","PAOK","FCSB","1.77","3.69","5.13","1.09","8.00","1.41","3.00","2.35","1.67","4.14","1.25","8.45","1.09","2.02","1.80"
"90505","13-02-25 21:00","Europe","Europa League","2024/2025","Twente","Bodo/Glimt","1.92","3.69","4.17","1.03","13.70","1.22","4.56","1.74","2.21","2.73","1.48","5.15","1.18","1.60","2.34"
"90502","13-02-25 21:00","Europe","Europa League","2024/2025","AZ Alkmaar","Galatasaray","2.25","3.47","3.37","1.06","10.40","1.32","3.54","2.12","1.81","3.45","1.33","6.96","1.11","1.65","2.24"
"90509","13-02-25 18:45","Europe","Europa League","2024/2025","Royale Union SG","Ajax","2.10","3.49","3.71","1.06","10.50","1.30","3.68","1.90","2.01","3.27","1.36","6.23","1.14","1.70","2.14"
"90508","13-02-25 18:45","Europe","Europa League","2024/2025","Midtjylland","Real Sociedad","3.28","3.30","2.37","1.09","8.42","1.38","3.16","2.24","1.73","3.94","1.27","8.05","1.09","1.90","1.90"
"90507","13-02-25 18:45","Europe","Europa League","2024/2025","Ferencvaros","Plzen","2.69","3.38","2.76","1.06","10.50","1.30","3.68","2.03","1.88","3.27","1.36","6.73","1.12","1.72","2.12"
"90506","13-02-25 18:45","Europe","Europa League","2024/2025","Fenerbahce","Anderlecht","1.54","4.41","6.36","1.03","13.70","1.22","4.56","1.64","2.32","2.73","1.48","5.15","1.18","1.76","2.06"
"90512","30-01-25 21:00","Europe","Europa League","2024/2025","AS Roma","Eintracht Frankfurt","1.77","3.99","4.67","1.03","15.00","1.22","4.50","1.65","2.30","2.57","1.54","4.80","1.20","1.60","2.34"
"90510","30-01-25 21:00","Europe","Europa League","2024/2025","Ajax","Galatasaray","2.43","3.89","2.76","1.01","26.00","1.10","7.37","1.34","3.37","1.90","2.01","2.91","1.43","1.33","3.35"
"90511","30-01-25 21:00","Europe","Europa League","2024/2025","Anderlecht","Hoffenheim","2.19","3.68","3.30","1.03","13.70","1.21","4.74","1.64","2.32","2.54","1.54","4.57","1.22","1.58","2.37"
"90513","30-01-25 21:00","Europe","Europa League","2024/2025","Ath Bilbao","Plzen","1.41","4.89","8.58","1.03","15.00","1.22","4.50","1.65","2.30","2.57","1.54","4.80","1.20","1.83","1.98"
"90514","30-01-25 21:00","Europe","Europa League","2024/2025","Braga","Lazio","2.55","3.69","2.71","1.03","15.00","1.23","4.33","1.82","2.10","2.86","1.45","5.41","1.17","1.57","2.41"
"90515","30-01-25 21:00","Europe","Europa League","2024/2025","Dyn. Kyiv","RFS","1.94","3.66","4.13","1.04","13.00","1.26","4.00","1.90","2.00","3.06","1.40","6.00","1.14","1.70","2.15"
"90516","30-01-25 21:00","Europe","Europa League","2024/2025","FCSB","Manchester Utd","5.60","3.69","1.72","1.07","9.47","1.31","3.58","2.03","1.88","3.50","1.33","7.18","1.11","1.90","1.90"
"90517","30-01-25 21:00","Europe","Europa League","2024/2025","Ferencvaros","AZ Alkmaar","2.41","3.31","3.18","1.08","9.00","1.37","3.20","2.24","1.73","4.14","1.25","8.45","1.09","1.83","1.98"
"90518","30-01-25 21:00","Europe","Europa League","2024/2025","Lyon","Ludogorets","1.27","6.59","11.00","1.02","17.00","1.19","5.00","1.51","2.63","2.26","1.67","3.79","1.29","1.90","1.90"
"90520","30-01-25 21:00","Europe","Europa League","2024/2025","Midtjylland","Fenerbahce","3.94","3.78","1.95","1.03","13.70","1.22","4.56","1.74","2.21","2.73","1.48","5.15","1.18","1.60","2.34"
"90521","30-01-25 21:00","Europe","Europa League","2024/2025","Nice","Bodo/Glimt","2.83","3.87","2.39","1.02","18.50","1.16","5.50","1.51","2.63","2.26","1.67","4.14","1.25","1.48","2.68"
"90522","30-01-25 21:00","Europe","Europa League","2024/2025","Olympiacos Piraeus","Qarabag","1.43","5.13","7.48","1.03","15.00","1.22","4.50","1.65","2.30","2.57","1.54","4.80","1.20","1.83","1.98"
"90523","30-01-25 21:00","Europe","Europa League","2024/2025","Rangers","Royale Union SG","2.09","3.77","3.50","1.03","15.00","1.22","4.50","1.65","2.30","2.57","1.54","4.48","1.22","1.53","2.53"
"90524","30-01-25 21:00","Europe","Europa League","2024/2025","Real Sociedad","PAOK","1.77","3.59","5.34","1.08","9.00","1.32","3.50","1.99","1.91","3.43","1.34","7.06","1.11","1.83","1.98"
"90525","30-01-25 21:00","Europe","Europa League","2024/2025","Slavia Prague","Malmo FF","1.59","4.30","5.87","1.03","15.00","1.22","4.50","1.70","2.20","2.66","1.50","4.80","1.20","1.74","2.10"
"90526","30-01-25 21:00","Europe","Europa League","2024/2025","Tottenham","Elfsborg","1.27","6.83","10.40","1.01","29.00","1.10","7.37","1.31","3.58","1.90","2.01","2.91","1.43","1.70","2.15"
"90527","30-01-25 21:00","Europe","Europa League","2024/2025","Twente","Besiktas","1.94","4.12","3.66","1.01","19.50","1.15","5.79","1.44","2.90","2.14","1.80","3.50","1.33","1.44","2.79"
"90519","30-01-25 21:00","Europe","Europa League","2024/2025","Maccabi Tel Aviv","FC Porto","6.11","4.84","1.51","1.02","15.80","1.18","5.26","1.56","2.50","2.35","1.63","4.26","1.24","1.68","2.18"
"90532","23-01-25 21:00","Europe","Europa League","2024/2025","Manchester Utd","Rangers","1.56","4.44","6.14","1.02","18.10","1.17","5.32","1.50","2.66","2.23","1.69","3.90","1.28","1.60","2.34"
"90528","23-01-25 21:00","Europe","Europa League","2024/2025","Eintracht Frankfurt","Ferencvaros","1.50","5.13","5.88","1.01","19.50","1.15","5.79","1.47","2.77","2.16","1.73","3.94","1.27","1.60","2.34"
"90529","23-01-25 21:00","Europe","Europa League","2024/2025","Elfsborg","Nice","2.65","3.57","2.68","1.02","15.80","1.21","4.74","1.64","2.32","2.54","1.54","4.57","1.22","1.54","2.49"
"90530","23-01-25 21:00","Europe","Europa League","2024/2025","Lazio","Real Sociedad","2.34","3.18","3.45","1.09","8.42","1.38","3.16","2.26","1.67","4.26","1.24","8.82","1.08","1.90","1.90"
"90531","23-01-25 21:00","Europe","Europa League","2024/2025","Ludogorets","Midtjylland","2.92","3.16","2.69","1.06","10.50","1.27","3.95","1.90","2.01","3.09","1.39","6.23","1.14","1.65","2.24"
"90533","23-01-25 21:00","Europe","Europa League","2024/2025","PAOK","Slavia Prague","2.63","3.45","2.77","1.06","10.50","1.30","3.68","1.90","2.01","3.27","1.36","6.73","1.12","1.72","2.12"
"90534","23-01-25 21:00","Europe","Europa League","2024/2025","RFS","Ajax","7.54","4.48","1.48","1.04","13.00","1.23","4.33","1.70","2.20","2.66","1.50","5.41","1.17","1.76","2.06"
"90535","23-01-25 21:00","Europe","Europa League","2024/2025","Royale Union SG","Braga","1.92","3.71","4.16","1.04","12.40","1.25","4.13","1.90","2.00","3.02","1.41","5.70","1.16","1.65","2.24"
"90543","23-01-25 18:45","Europe","Europa League","2024/2025","Qarabag","FCSB","2.09","3.46","3.81","1.03","13.70","1.25","4.21","1.82","2.10","2.91","1.43","5.71","1.15","1.67","2.20"
"90542","23-01-25 18:45","Europe","Europa League","2024/2025","Plzen","Anderlecht","1.91","3.51","4.48","1.08","9.00","1.34","3.40","2.24","1.73","3.79","1.29","7.54","1.10","1.83","1.98"
"90541","23-01-25 18:45","Europe","Europa League","2024/2025","Malmo FF","Twente","2.93","3.37","2.55","1.03","13.70","1.21","4.74","1.64","2.32","2.54","1.54","4.57","1.22","1.54","2.49"
"90540","23-01-25 18:45","Europe","Europa League","2024/2025","Hoffenheim","Tottenham","","","","","","","","","","","","","","",""
"90539","23-01-25 18:45","Europe","Europa League","2024/2025","Fenerbahce","Lyon","2.10","3.90","3.35","1.01","19.50","1.15","5.79","1.44","2.90","2.14","1.80","3.61","1.31","1.44","2.79"
"90538","23-01-25 18:45","Europe","Europa League","2024/2025","FC Porto","Olympiacos Piraeus","1.72","3.69","5.60","1.07","9.47","1.30","3.68","1.90","2.01","3.27","1.36","6.73","1.12","1.83","1.98"
"90537","23-01-25 18:45","Europe","Europa League","2024/2025","Bodo/Glimt","Maccabi Tel Aviv","1.61","4.34","5.65","1.02","17.90","1.15","5.79","1.47","2.77","2.16","1.73","3.94","1.27","1.57","2.41"
"90536","23-01-25 18:45","Europe","Europa League","2024/2025","AZ Alkmaar","AS Roma","3.92","3.36","2.09","1.06","10.50","1.27","3.95","1.90","2.01","3.27","1.36","6.23","1.14","1.68","2.18"
"90544","22-01-25 16:30","Europe","Europa League","2024/2025","Besiktas","Ath Bilbao","3.78","3.60","2.05","1.05","11.60","1.25","4.21","1.82","2.10","3.09","1.39","5.71","1.15","1.67","2.21"
"90545","21-01-25 16:30","Europe","Europa League","2024/2025","Galatasaray","Dyn. Kyiv","1.23","7.49","12.20","1.01","29.00","1.09","8.42","1.30","3.68","1.82","2.10","2.73","1.48","1.68","2.18"
"90546","12-12-24 21:00","Europe","Europa League","2024/2025","Ajax","Lazio","2.30","3.57","3.17","1.05","11.50","1.22","4.54","1.75","2.20","2.74","1.48","5.18","1.18","1.60","2.34"
"90547","12-12-24 21:00","Europe","Europa League","2024/2025","Bodo/Glimt","Besiktas","1.34","5.88","8.68","1.02","25.00","1.14","6.28","1.38","3.14","2.04","1.87","3.29","1.36","1.68","2.18"
"90548","12-12-24 21:00","Europe","Europa League","2024/2025","Elfsborg","Qarabag","2.56","3.58","2.77","1.03","15.00","1.22","4.50","1.65","2.30","2.47","1.57","4.48","1.22","1.49","2.64"
"90549","12-12-24 21:00","Europe","Europa League","2024/2025","FC Porto","Midtjylland","1.31","5.74","10.90","1.02","17.80","1.18","5.24","1.48","2.75","2.17","1.73","3.96","1.27","1.83","1.98"
"90550","12-12-24 21:00","Europe","Europa League","2024/2025","Lyon","Eintracht Frankfurt","2.05","3.70","3.66","1.02","18.50","1.15","5.76","1.48","2.75","2.17","1.73","3.96","1.27","1.44","2.79"
"90551","12-12-24 21:00","Europe","Europa League","2024/2025","Maccabi Tel Aviv","RFS","1.59","4.19","6.09","1.05","11.50","1.27","3.93","1.91","2.00","3.29","1.36","6.26","1.14","1.90","1.90"
"90552","12-12-24 21:00","Europe","Europa League","2024/2025","Rangers","Tottenham","3.59","4.06","1.98","1.01","20.00","1.16","5.50","1.48","2.75","2.24","1.73","3.67","1.30","1.44","2.79"
"90553","12-12-24 21:00","Europe","Europa League","2024/2025","Real Sociedad","Dyn. Kyiv","1.30","5.56","12.10","1.05","11.50","1.30","3.66","1.91","2.00","3.29","1.36","6.26","1.14","2.33","1.61"
"90554","12-12-24 21:00","Europe","Europa League","2024/2025","Slavia Prague","Anderlecht","1.48","4.82","6.80","1.06","10.50","1.30","3.66","1.91","2.00","3.29","1.36","6.76","1.12","2.06","1.76"
"90555","12-12-24 18:45","Europe","Europa League","2024/2025","AS Roma","Braga","1.61","4.49","5.36","1.02","15.70","1.21","4.71","1.60","2.41","2.55","1.54","4.59","1.22","1.65","2.24"
"90556","12-12-24 18:45","Europe","Europa League","2024/2025","Hoffenheim","FCSB","1.59","4.30","5.84","1.03","13.60","1.22","4.54","1.75","2.20","2.74","1.48","5.18","1.18","1.76","2.06"
"90557","12-12-24 18:45","Europe","Europa League","2024/2025","Ludogorets","AZ Alkmaar","3.30","3.39","2.30","1.09","8.38","1.38","3.14","2.25","1.72","4.28","1.24","8.86","1.08","1.90","1.90"
"90558","12-12-24 18:45","Europe","Europa League","2024/2025","Malmo FF","Galatasaray","3.99","3.70","1.96","1.02","19.50","1.15","5.76","1.48","2.75","2.17","1.73","3.62","1.30","1.44","2.79"
"90559","12-12-24 18:45","Europe","Europa League","2024/2025","Olympiacos Piraeus","Twente","1.72","3.99","5.04","1.03","15.00","1.23","4.33","1.82","2.10","2.86","1.45","5.41","1.17","1.68","2.18"
"90560","12-12-24 18:45","Europe","Europa League","2024/2025","PAOK","Ferencvaros","1.89","3.71","4.32","1.05","11.50","1.27","3.93","1.91","2.00","3.29","1.36","6.26","1.14","1.76","2.06"
"90561","12-12-24 18:45","Europe","Europa League","2024/2025","Plzen","Manchester Utd","6.44","4.31","1.55","1.03","13.70","1.22","4.56","1.64","2.32","2.54","1.54","5.15","1.18","1.72","2.12"
"90562","12-12-24 18:45","Europe","Europa League","2024/2025","Royale Union SG","Nice","1.78","3.96","4.66","1.03","13.60","1.25","4.19","1.83","2.10","2.93","1.43","5.74","1.15","1.72","2.12"
"90563","11-12-24 16:30","Europe","Europa League","2024/2025","Fenerbahce","Ath Bilbao","2.94","3.27","2.60","1.07","9.57","1.31","3.62","2.01","1.90","3.46","1.33","7.12","1.11","1.69","2.17"
"90564","28-11-24 21:00","Europe","Europa League","2024/2025","Braga","Hoffenheim","2.01","3.79","3.71","1.02","15.70","1.21","4.71","1.65","2.30","2.55","1.54","4.59","1.22","1.57","2.41"
"90565","28-11-24 21:00","Europe","Europa League","2024/2025","FCSB","Olympiacos Piraeus","3.18","3.48","2.34","1.06","10.50","1.30","3.66","2.04","1.87","3.29","1.36","6.76","1.12","1.75","2.09"
"90566","28-11-24 21:00","Europe","Europa League","2024/2025","Ferencvaros","Malmo FF","1.83","3.70","4.72","1.04","13.00","1.26","4.00","1.90","2.00","3.06","1.40","6.00","1.14","1.72","2.12"
"90567","28-11-24 21:00","Europe","Europa League","2024/2025","Manchester Utd","Bodo/Glimt","1.24","7.00","12.30","1.02","25.00","1.12","6.81","1.34","3.35","1.91","2.00","3.10","1.39","1.76","2.06"
"90568","28-11-24 21:00","Europe","Europa League","2024/2025","Midtjylland","Eintracht Frankfurt","4.75","4.08","1.74","1.02","17.80","1.18","5.24","1.57","2.49","2.36","1.62","4.28","1.24","1.59","2.37"
"90569","28-11-24 21:00","Europe","Europa League","2024/2025","Nice","Rangers","2.01","3.58","3.93","1.05","11.50","1.27","3.93","1.91","2.00","3.10","1.39","6.26","1.14","1.72","2.12"
"90570","28-11-24 21:00","Europe","Europa League","2024/2025","Real Sociedad","Ajax","1.93","3.71","4.14","1.06","10.50","1.30","3.66","2.04","1.87","3.51","1.32","6.76","1.12","1.76","2.06"
"90571","28-11-24 21:00","Europe","Europa League","2024/2025","Slavia Prague","Fenerbahce","2.18","3.40","3.59","1.07","9.52","1.34","3.38","2.12","1.81","3.92","1.27","8.01","1.09","1.83","1.98"
"90572","28-11-24 21:00","Europe","Europa League","2024/2025","Tottenham","AS Roma","1.57","4.45","5.88","1.02","15.70","1.18","5.24","1.57","2.49","2.36","1.62","4.28","1.24","1.65","2.24"
"90573","28-11-24 21:00","Europe","Europa League","2024/2025","Twente","Royale Union SG","2.10","3.31","3.96","1.07","9.42","1.31","3.56","2.04","1.87","3.51","1.32","7.22","1.11","1.76","2.06"
"90574","28-11-24 18:45","Europe","Europa League","2024/2025","Anderlecht","FC Porto","4.35","3.73","1.94","1.01","13.30","1.20","3.75","1.82","2.15","2.65","1.38","4.60","1.11","1.65","2.18"
"90575","28-11-24 18:45","Europe","Europa League","2024/2025","Ath Bilbao","Elfsborg","1.24","7.12","14.30","1.02","17.50","1.13","4.60","1.57","2.46","2.44","1.65","3.72","1.18","2.12","1.69"
"90576","28-11-24 18:45","Europe","Europa League","2024/2025","AZ Alkmaar","Galatasaray","3.00","4.02","2.31","1.01","20.00","1.06","5.70","1.38","2.65","2.15","1.82","3.24","1.26","1.37","2.98"
"90577","28-11-24 18:45","Europe","Europa League","2024/2025","Besiktas","Maccabi Tel Aviv","1.85","4.14","4.29","1.01","16.00","1.15","4.30","1.70","2.35","2.46","1.44","4.30","1.13","1.58","2.31"
"90578","28-11-24 18:45","Europe","Europa League","2024/2025","Dyn. Kyiv","Plzen","2.86","3.39","2.70","1.02","7.20","1.35","2.77","2.29","1.73","3.80","1.19","7.10","1.02","1.87","1.89"
"90579","28-11-24 18:45","Europe","Europa League","2024/2025","Lazio","Ludogorets","1.35","5.55","10.40","1.02","14.00","1.19","3.80","1.84","2.12","2.81","1.34","5.25","1.08","2.16","1.66"
"90580","28-11-24 18:45","Europe","Europa League","2024/2025","Qarabag","Lyon","3.33","4.06","2.13","1.02","18.50","1.12","4.55","1.45","2.43","2.29","1.73","3.38","1.24","1.44","2.69"
"90581","28-11-24 18:45","Europe","Europa League","2024/2025","RFS","PAOK","4.30","3.92","1.90","1.03","12.50","1.22","3.54","1.91","2.03","2.95","1.31","5.65","1.06","1.72","2.07"
"90582","07-11-24 21:00","Europe","Europa League","2024/2025","Ajax","Maccabi Tel Aviv","1.32","5.86","9.85","1.02","17.80","1.15","5.76","1.48","2.75","2.17","1.73","3.62","1.30","1.76","2.06"
"90583","07-11-24 21:00","Europe","Europa League","2024/2025","AZ Alkmaar","Fenerbahce","4.03","3.56","1.99","1.05","11.60","1.27","3.95","1.90","2.01","3.27","1.36","6.23","1.14","1.72","2.12"
"90584","07-11-24 21:00","Europe","Europa League","2024/2025","Dyn. Kyiv","Ferencvaros","2.40","3.34","3.19","1.07","9.42","1.34","3.35","2.25","1.72","3.96","1.27","8.09","1.09","1.83","1.98"
"90585","07-11-24 21:00","Europe","Europa League","2024/2025","Hoffenheim","Lyon","2.38","3.80","2.88","1.02","18.50","1.19","5.00","1.56","2.50","2.37","1.62","4.14","1.25","1.49","2.64"
"90586","07-11-24 21:00","Europe","Europa League","2024/2025","Lazio","FC Porto","2.30","3.33","3.38","1.06","10.50","1.27","3.93","1.91","2.00","3.10","1.39","6.26","1.14","1.68","2.18"
"90587","07-11-24 21:00","Europe","Europa League","2024/2025","Manchester Utd","PAOK","1.25","6.79","12.50","1.01","21.00","1.13","6.38","1.43","2.93","2.11","1.81","3.46","1.33","1.90","1.90"
"90588","07-11-24 21:00","Europe","Europa League","2024/2025","Plzen","Real Sociedad","4.76","3.58","1.85","1.08","9.00","1.37","3.20","2.35","1.67","4.14","1.25","8.45","1.09","1.96","1.85"
"90589","07-11-24 21:00","Europe","Europa League","2024/2025","RFS","Anderlecht","4.38","3.92","1.83","1.03","13.60","1.25","4.19","1.83","2.10","2.93","1.43","5.74","1.15","1.70","2.14"
"90590","07-11-24 18:45","Europe","Europa League","2024/2025","Bodo/Glimt","Qarabag","1.66","4.58","4.75","1.02","18.50","1.19","5.00","1.51","2.63","2.26","1.67","4.14","1.25","1.57","2.42"
"90591","07-11-24 18:45","Europe","Europa League","2024/2025","Eintracht Frankfurt","Slavia Prague","2.12","3.67","3.49","1.05","11.50","1.30","3.66","1.91","2.00","3.29","1.36","6.76","1.12","1.72","2.12"
"90592","07-11-24 18:45","Europe","Europa League","2024/2025","Elfsborg","Braga","3.30","3.68","2.19","1.03","13.60","1.22","4.54","1.75","2.20","2.74","1.48","5.18","1.18","1.59","2.37"
"90593","07-11-24 18:45","Europe","Europa League","2024/2025","FCSB","Midtjylland","2.81","3.37","2.65","1.07","9.42","1.30","3.66","2.04","1.87","3.51","1.32","6.76","1.12","1.72","2.12"
"90594","07-11-24 18:45","Europe","Europa League","2024/2025","Galatasaray","Tottenham","2.12","4.18","3.13","1.02","18.70","1.10","7.55","1.37","3.21","2.02","1.89","3.05","1.40","1.32","3.40"
"90595","07-11-24 18:45","Europe","Europa League","2024/2025","Ludogorets","Ath Bilbao","6.00","3.93","1.64","1.09","8.38","1.38","3.14","2.26","1.66","4.28","1.24","8.86","1.08","2.22","1.66"
"90596","07-11-24 18:45","Europe","Europa League","2024/2025","Nice","Twente","1.81","3.93","4.48","1.03","13.60","1.25","4.19","1.83","2.10","2.93","1.43","5.18","1.18","1.75","2.09"
"90597","07-11-24 18:45","Europe","Europa League","2024/2025","Olympiacos Piraeus","Rangers","1.78","3.70","5.06","1.04","13.00","1.26","4.00","1.90","2.00","3.06","1.40","6.00","1.14","1.72","2.12"
